,obs,PF
479,15.24,0.2838016200560384
480,3.05,5.27314114686492
481,0.3,0.477583056556727
482,2.44,0.06507686180186802
483,33.53,40.86526186151217
484,10.97,0.011962015729028263
485,15.51,12.790045845265507
486,25.91,178.46710917386292
487,3.35,186.24852576285713
488,4.99,30.330004390671007
489,50.69,29.959118980055557
490,33.83,39.20556857022929
491,2.14,29.72679863689088
492,2.83,0.018787900635219252
493,12.67,0.4493661269289327
494,7.01,11.569243473345296
495,37.8,0.12779499965351773
496,44.81,0.12779499965351773
497,16.76,0.2697720920764297
498,9.14,0.21285471298934217
499,1.52,96.12238159549834
500,21.28,23.92917661708389
501,3.05,5.27314114686492
502,17.71,0.08333539222736792
503,3.05,5.27314114686492
504,0.91,0.13198605071091196
505,6.1,0.14141172282293785
506,6.1,14.461373420989588
507,9.75,0.30507860224905753
508,2.74,0.0015615004000096697
509,2.93,0.1274357195891553
510,10.49,0.12002828509200517
511,17.34,0.13721147654613058
512,15.25,0.13721147654613058
513,56.76,31.029912270551065
514,11.43,21.048389213134513
515,6.81,5.675682671776025
516,7.82,21.048389213134513
517,12.16,0.31343314782465503
518,32.89,0.381188162586809
519,12.28,4.6088782059098765
520,17.25,43.924173954529415
521,14.94,31.321232588514945
522,6.71,0.01560564802424103
523,12.19,30.720099416143512
524,1.83,10.330130377495342
525,1.86,16.098573116593375
526,6.43,10.127271949696485
527,5.88,0.1274357195891553
528,21.09,41.20258019618126
529,9.41,0.0452492409754713
530,16.36,0.13721147654613058
531,32.0,0.013282642145074068
532,1.2,13.27990079983772
533,33.26,21.373310339388333
534,17.77,0.4493661269289327
535,12.19,4.6088782059098765
536,10.67,0.22835682876751837
537,15.24,0.04756724950614743
538,16.26,0.04756724950614743
539,14.94,0.015728725283248403
540,27.07,26.103735278212874
541,18.23,18.249933344086042
542,5.49,49.26397004762871
543,3.66,47.57584640418927
544,18.29,70.52358329694536
545,12.19,70.52358329694536
546,12.19,31.80305953205014
547,26.21,0.06647966122226165
548,37.37,2.4350477248259974
549,2.43,30.330004390671007
550,1.47,30.330004390671007
551,13.65,13.05801993400574
552,5.34,14.743839298995933
553,5.46,25.51705661135079
554,11.58,0.22835682876751837
555,9.14,0.04756724950614743
556,15.85,12.42614895046382
557,12.19,24.26651310401754
558,5.49,0.2987019592093135
559,12.19,5.716923085022621
560,21.34,4.8711995194928575
561,7.62,14.177221799625338
562,3.66,15.967770982842435
563,3.96,49.26397004762871
564,3.66,34.74535395070845
565,9.14,15.013051488626312
566,17.25,78.2341182744108
567,34.21,0.19024203179370833
568,24.38,0.19024203179370833
569,10.32,37.39111560186522
570,65.53,257.03488431591126
571,35.73,42.52215350324736
572,27.55,10.850874188941
573,12.19,0.010379538147192802
574,7.62,0.35444754733339096
575,1.83,0.4778660656100713
576,1.52,65.48949567092981
577,15.24,36.48971744091359
578,1.22,12.336733717720435
579,30.48,20.33826937508616
580,15.24,0.08333539222736792
581,6.71,29.428697041370448
582,6.1,34.74535395070845
583,10.67,0.1397523409071519
584,2.52,0.127103509449586
585,1.52,12.896484981266997
586,12.19,32.715889802369354
587,18.4,0.010395340516162501
588,6.1,0.03659852389430218
589,9.14,113.87972788406428
590,8.43,113.87972788406428
591,6.1,37.39111560186522
592,5.67,0.029306338244314306
593,10.96,0.029306338244314306
594,28.08,0.011979381577193228
595,4.87,22.20702947899498
596,2.53,13.038796412039408
597,2.1,0.22164017022783006
598,3.05,0.35994801973534624
599,9.14,15.175247337033213
600,28.04,0.3490295970211221
601,15.24,13.437314442660083
602,9.69,0.14726053981376372
603,0.0,12.462221533377956
604,7.62,47.57584640418927
605,1.89,17.346750608234565
606,3.05,0.10356158249837681
607,16.15,63.88460715229118
608,10.94,36.191196844517584
609,4.02,0.029306338244314306
610,17.71,0.029306338244314306
611,21.11,0.029306338244314306
612,5.99,0.05331880076902972
613,1.83,0.4778660656100713
614,7.62,0.44311790390592226
615,3.05,47.193616955677875
616,12.19,15.175247337033213
617,6.1,31.185360683270343
618,1.83,15.967770982842435
619,0.0,38.920468178333635
620,9.14,52.78759249799664
621,22.85,17.987222685775194
622,1.52,0.015386344832462652
623,6.98,29.591663941375447
624,9.14,31.185360683270343
625,5.49,48.75518909497497
626,38.69,46.80054419831757
627,24.38,67.43010804852554
628,10.67,66.83981406019373
629,5.53,130.4683954349726
630,37.7,38.7867121756536
631,4.47,30.556644373337857
632,9.49,17.62600806517399
633,6.86,0.5381332128503279
634,21.34,0.004876972641793558
635,0.91,0.1218637935610186
636,7.62,0.19625509711820213
637,9.14,114.1351537907525
638,5.79,36.48971744091359
639,21.12,13.357727023800656
640,13.72,12.025124099726057
641,12.19,42.89778198173722
642,22.86,128.93201512275613
643,11.84,0.06550502342085747
644,22.86,63.74101941967461
645,24.21,17.987222685775194
646,9.98,17.62600806517399
647,40.87,57.84790556433298
648,2.4,0.5381332128503279
649,18.29,14.086182210629355
650,2.01,5.880428271054793
651,12.16,91.0526376592175
652,24.26,32.195839093962555
653,21.34,41.719229106762256
654,24.38,13.326865509702884
655,51.82,114.3722943121415
656,37.49,74.04061649222291
657,3.96,0.042698979383188965
658,21.58,0.3420833120089185
659,15.97,0.3420833120089185
660,23.0,0.3420833120089185
661,10.44,0.025405121817436524
662,6.67,30.556644373337857
663,19.51,16.94534318115598
664,19.81,29.263121865188825
665,6.1,0.4201928136909016
666,17.68,37.58968653159981
667,30.11,33.28560790034886
668,12.19,30.04151436224594
669,1.83,83.18196736645957
670,0.3,23.586014989817045
671,15.24,41.719229106762256
672,10.67,0.05779736514730101
673,50.9,74.69086145935047
674,64.62,129.77752674983068
675,26.82,36.23330727288309
676,56.91,74.87121457319378
677,10.12,0.014020755833152234
678,42.67,44.8615586657539
679,13.72,34.60753055972956
680,30.48,68.88243965736211
681,7.68,14.972902094676336
682,7.62,14.972902094676336
683,1.22,31.02072300426003
684,5.79,83.13538170860608
685,15.85,88.44883984792729
686,6.58,37.784552357766344
687,63.09,48.89001749924042
688,12.19,0.06324667512044996
689,9.66,0.014020755833152234
690,19.81,47.20768185890616
691,19.39,41.08161157874983
692,6.92,44.595439674018195
693,0.38,44.595439674018195
694,10.06,30.556644373337857
695,7.01,0.3156912079911441
696,1.83,17.796099171423265
697,7.62,8.072141741844774
698,7.62,35.24718821126902
699,6.1,44.032189923660546
700,3.05,13.085260819533648
701,37.78,50.15283207336334
702,76.37,50.17776972288031
703,47.79,43.462583786871576
704,14.92,37.7769072000393
705,24.38,63.586569411121665
706,12.19,34.583369306908175
707,30.48,90.58762616759488
708,6.71,65.29583353614564
709,5.18,37.784552357766344
710,24.38,0.07970159011490091
711,10.52,36.23330727288309
712,12.19,83.64260777941087
713,18.29,36.94407753139818
714,28.61,32.64673689671922
715,15.09,294.4943115331381
716,26.82,41.08161157874983
717,5.44,41.08161157874983
718,24.38,29.70599378481003
719,36.58,29.263121865188825
720,28.1,15.281723285090148
721,18.29,58.785485305371786
722,21.03,56.544085394043336
723,7.62,59.95127379676002
724,1.52,0.15937184231078283
725,15.24,93.28041845275993
726,2.44,14.485280469741687
727,24.39,17.16146005541033
728,23.35,17.16146005541033
729,39.93,0.06740776026381551
730,24.38,36.94407753139818
731,2.16,0.015296534297861897
732,6.9,0.009082023886210606
733,26.53,40.75709938680144
734,33.83,50.695497377892835
735,30.3,35.630470083260306
736,11.38,35.630470083260306
737,3.83,35.630470083260306
738,45.72,43.462583786871576
739,16.28,63.586569411121665
740,3.66,0.036148039362836226
741,3.58,59.95127379676002
742,12.99,59.95127379676002
743,7.92,28.099577711930735
744,0.0,31.43702533528179
745,30.48,80.94058789307641
746,2.59,75.27590817725412
747,45.47,27.272747829692282
748,28.77,18.345636296912346
749,39.19,54.56392816087652
750,24.57,44.346021009597514
751,10.14,44.346021009597514
752,14.34,0.24590648808569282
753,2.35,85.22850232525072
754,12.19,5.374910231728017
755,6.1,35.93898788985797
756,9.14,59.11900440290346
757,6.4,31.505551106485726
758,17.98,14.937871110935777
759,10.67,146.26820741235096
760,9.14,0.20662760671064595
761,10.32,27.528023261434427
762,27.77,71.5733700866836
763,38.87,66.69745560225863
764,59.53,34.56209498978203
765,18.2,18.124481107024092
766,17.02,0.4705896167105598
767,2.32,40.334994073234355
768,1.67,0.036148039362836226
769,21.34,38.054361778046086
770,20.63,51.440871281148446
771,4.79,66.93968447356086
772,9.14,66.93968447356086
773,5.49,54.8281286362765
774,14.33,45.89637234333703
775,13.72,2.603035212408472
776,13.11,2.603035212408472
777,9.14,28.361574589905825
778,2.13,24.095140382643823
779,0.0,20.68797483582939
780,1.52,0.09577648186646397
781,22.56,14.937871110935777
782,71.44,30.035896869970614
783,13.94,19.524339910831145
784,11.38,0.2850268204203963
785,33.45,20.634000453230662
786,27.1,12.978681424729942
787,5.88,33.89673429448365
788,5.52,31.65317956843132
789,16.76,31.65317956843132
790,10.67,56.74366401759224
791,0.43,0.4252112554980991
792,2.13,0.06269068603445693
793,12.19,28.099577711930735
794,5.15,17.819382444999796
795,5.67,17.819382444999796
796,42.67,117.71052839573773
797,30.48,95.13394781506297
798,57.91,34.56209498978203
799,26.2,15.238250179626974
800,7.62,16.415671431611155
801,1.22,0.21462977988328272
802,1.52,0.21462977988328272
803,0.91,0.0
804,7.62,13.110296026555018
805,0.0,66.67613238933227
806,53.52,31.498531342755758
807,15.85,0.20233433214314267
808,6.1,20.23559454659158
809,16.52,31.65317956843132
810,4.27,0.22417629543297138
811,14.02,71.58670377015605
812,9.0,31.069525241361116
813,3.87,0.15364157831223355
814,6.01,96.28009106448785
815,0.73,0.16008599301462612
816,13.72,12.72075255277633
817,2.44,74.39562730025746
818,17.82,0.16408770071424775
819,8.84,0.0
820,4.57,0.19781242199162086
821,27.43,33.58584452082849
822,13.77,12.72075255277633
823,26.29,20.44386404986846
824,3.81,17.17146972911453
825,19.6,33.2498243715385
826,9.14,54.765272210306556
827,12.19,33.26711293404061
828,6.7,7.0197989489177655
829,10.06,49.35537191580311
830,1.83,0.0921526093207192
831,3.35,0.0921526093207192
832,45.72,99.23518052230565
833,18.29,0.17882402945965495
834,21.54,22.067024702612958
835,11.3,5.681972419540857
836,7.62,71.98477564699446
837,19.48,93.36142189840065
838,12.19,28.82958952610667
839,0.0,0.09282843745946949
840,39.93,109.13804256687838
841,24.5,17.164906478218985
842,42.79,15.097996801366218
843,18.9,15.565860965544559
844,26.42,20.44386404986846
845,7.32,35.43878890556631
846,5.48,21.194454561050687
847,22.86,57.46055718638333
848,6.1,29.831331997684323
849,6.19,0.0921526093207192
850,6.4,130.15549476999212
851,10.06,31.50514616535097
852,1.52,13.322966464583859
853,9.74,22.969320893835135
854,11.04,0.16229500730826218
855,19.28,27.93911152817001
856,2.71,53.30455479699727
857,21.95,37.96589920945561
858,27.42,96.80123109061384
859,20.57,71.81631608614492
860,34.61,19.726130307369782
861,38.1,32.89727147072431
862,39.29,36.22528113839712
863,18.56,20.80770559675851
864,15.24,13.878746671085768
865,1.32,31.78938476051269
866,4.57,3.57925038048546
867,2.44,3.57925038048546
868,10.67,5.469133891145714
869,13.72,26.938089599702078
870,3.05,0.042209483703430556
871,1.52,40.79655474800122
872,15.73,12.041302596532386
873,39.01,30.92599324763955
874,7.62,64.69611335100791
875,17.97,22.067024702612958
876,21.56,22.067024702612958
877,0.93,20.80770559675851
878,13.97,47.2948633951567
879,8.53,2.811707026477157
880,9.14,5.469133891145714
881,23.04,18.855629315615467
882,7.69,111.49783519757274
883,11.55,111.49783519757274
884,6.1,29.904676268082767
885,15.24,0.09024845866600677
886,37.19,3.075705345665732
887,13.72,111.70558080290225
888,6.52,30.02963727974297
889,12.19,12.041302596532386
890,3.72,30.09296877805409
891,27.73,20.47386736836216
892,10.94,41.02655542825451
893,3.69,30.243414300754743
894,8.9,85.8670319029967
895,2.72,43.156169367970435
896,11.73,0.0005256507409841704
897,2.44,0.2528987323459252
898,7.62,0.5052403457647848
899,18.29,0.35485544424270987
900,31.94,27.581327582586212
901,21.03,30.989900483848356
902,2.51,86.77741370361528
903,3.87,86.77741370361528
904,13.72,5.432522439320993
905,7.74,83.3904219044431
906,10.36,83.3904219044431
907,2.13,13.322966464583859
908,26.49,77.15059777518272
909,16.97,68.33274295822099
910,17.48,44.90770654827493
911,39.29,42.60455649018603
912,28.94,41.02655542825451
913,22.98,41.02655542825451
914,3.49,80.39464473014833
915,20.31,80.39464473014833
916,7.39,23.242986257525306
917,9.14,38.95222095122781
918,12.2,0.12858111381660836
919,12.19,0.43322103622187
920,34.41,0.5655457236017384
921,13.72,86.33555652855895
922,5.49,48.19569330475558
923,12.19,69.0760689332773
924,6.1,0.10675251023254419
925,5.33,13.743717604566424
926,48.73,59.18416953474512
927,22.89,44.46722977796427
928,1.39,14.383527260806165
929,7.89,13.24793848732072
930,5.39,17.971149755241633
931,7.0,17.971149755241633
932,0.15,0.40654818100585094
933,6.1,0.04753573314231545
934,2.44,0.18648114239157432
935,18.29,30.987915010030278
936,6.1,0.2699953098778322
937,6.1,48.19569330475558
938,15.24,0.26095154076450394
939,3.35,48.19569330475558
940,1.22,0.08301767276337957
941,0.0,0.013990503658966072
942,4.84,0.09024845866600677
943,14.45,0.0939131154622637
944,24.38,56.15060768040309
945,30.59,35.13574880252839
946,3.11,35.13574880252839
947,6.1,66.26874131435294
948,19.07,66.26874131435294
949,8.5,66.26874131435294
950,0.32,13.881265423662235
951,2.13,13.881265423662235
952,24.87,13.156630309836276
953,7.73,0.20167951914902402
954,9.14,0.5052403457647848
955,3.99,0.44447829620280627
956,9.14,4.968006378087428
957,4.57,48.19569330475558
958,12.19,0.03431970362438475
959,4.57,0.04944135844946652
960,24.38,11.957919682917655
961,24.38,30.50446260722132
962,10.38,24.869817178135257
963,9.14,24.869817178135257
964,7.92,48.371904086601795
965,6.73,39.483942741821
966,22.94,64.39822311505614
967,30.48,64.39822311505614
968,27.68,39.602837000750846
969,4.88,13.881265423662235
970,14.93,19.878438416670377
971,16.99,0.20167951914902402
972,3.44,0.613417256570029
973,23.5,18.188372814184525
974,2.31,0.27513701657783457
975,4.57,0.03403180679241457
976,18.29,78.14707239725087
977,12.19,0.08455832019838251
978,4.03,0.0009280648893597047
