,obs,PF
0,40.64,69.3716973069343
1,37.22,80.69238837516573
2,23.54,43.86833896838322
3,43.31,39.857112201332086
4,17.33,40.8646633897829
5,13.45,12.050245259109143
6,12.51,0.004285136666415731
7,10.63,14.74247434559884
8,64.01,44.82115328839232
9,16.76,29.885611883429274
10,19.48,37.89666156974728
11,18.29,36.501613819481456
12,27.43,31.42370550541451
13,5.49,67.43010303045237
14,2.3,13.085653318880881
15,1.83,67.43010303045237
16,12.8,22.230353097380956
17,7.92,29.321396207695138
18,29.84,0.3538663095123451
19,10.67,47.13308081751902
20,15.24,17.809313951758604
21,71.63,136.5146519682049
22,0.48,52.40910400650427
23,6.1,0.17688866563828104
24,2.44,72.69915885618994
25,36.58,13.236444695083266
26,22.85,55.62386426655598
27,12.19,12.738101844470128
28,6.1,4.550377838615042
29,16.7,38.76539443420608
30,24.38,32.37891576055537
31,17.37,31.333930905193345
32,18.02,31.333930905193345
33,17.68,30.247064675034366
34,19.81,30.247064675034366
35,1.68,32.941113575492054
36,7.06,0.11385921426947344
37,17.98,0.25596306183258194
38,3.96,0.13441769059871486
39,12.19,0.34967056985383727
40,46.63,52.61545957768219
41,12.19,0.11385921426947344
42,25.76,5.303450290323916
43,12.8,0.11490543872274084
44,7.62,44.702768388619916
45,9.44,26.53879239714437
46,7.56,185.1020338240879
47,7.18,33.77413646006765
48,9.75,30.351938515982457
49,19.02,27.90284285282829
50,33.53,15.738971933906855
51,16.76,30.351938515982457
52,9.0,30.351938515982457
53,26.21,8.62533977058045
54,6.4,0.12526611589915418
55,2.56,0.11455614269201823
56,18.58,12.273855147132869
57,28.96,31.660058557926757
58,3.32,3.2609360183886134
59,3.35,0.0011776809468507857
60,3.96,0.0011776809468507857
61,8.6,25.719180829170234
62,10.15,25.719180829170234
63,12.19,0.022354300144755788
64,12.19,0.022354300144755788
65,14.78,0.32593864583103166
66,37.49,0.21930246134508383
67,2.74,0.02265364229496238
68,3.05,0.2735768998955802
69,6.88,20.826620734610227
70,6.1,0.005144166646994281
71,3.96,0.023469860581144603
72,13.81,0.367865181666653
73,18.08,1.7024435384543868
74,13.86,17.370360927393985
75,29.57,22.143412114575924
76,11.49,20.826620734610227
77,16.76,17.97608853612471
78,15.24,63.151325528691366
79,41.15,68.51291108256645
80,7.62,12.657566301367428
81,41.43,55.797623130390924
82,23.47,45.23610430390852
83,7.88,0.45929900520523476
84,45.72,51.09550106672994
85,17.57,0.40945943555072917
86,21.2,19.203478505842494
87,4.57,31.31458713211149
88,18.29,0.2941747023228665
89,13.72,14.918223510775002
90,16.14,49.27454403445277
91,10.67,67.01276179818109
92,6.1,30.889692574805398
93,19.81,0.07439680697856452
94,19.2,0.018754884608685633
95,15.24,0.40945943555072917
96,17.07,34.512012745646004
97,18.29,44.045697545688945
98,0.61,0.43225372875943685
99,10.67,0.10927598884610741
100,18.29,0.07439680697856452
101,17.13,9.970590846370166
102,3.25,31.31458713211149
103,36.58,54.05898286649037
104,28.35,20.592502503951934
105,54.86,102.1504016257286
106,7.83,43.858720186026744
107,12.19,8.804023546225846
108,3.05,28.990508072902724
109,17.07,63.151325528691366
110,6.1,0.24658192003091792
111,8.08,0.24658192003091792
112,6.1,37.67561865294344
113,6.1,0.1236904239109069
114,2.44,0.2466371583228524
115,9.14,29.332449323560915
116,8.84,5.060721075834475
117,24.38,29.376231840614473
118,26.69,25.57902022120501
119,4.57,13.412075203305834
120,9.14,17.73919180847167
121,6.72,5.45077828208427
122,7.62,49.07139943791835
123,3.05,13.229618274082425
124,15.24,29.673119474774474
125,4.57,0.45045877942132895
126,5.49,10.881730147718555
127,30.25,9.194752735812598
128,4.27,15.64243274436434
129,1.52,15.64243274436434
130,2.44,13.229618274082425
131,45.72,36.832243027506124
132,20.4,29.805117726594258
133,7.67,289.7592498358798
134,8.54,69.87214600724295
135,3.22,0.3931591391004461
136,6.1,5.6957133304969245
137,8.31,5.6957133304969245
138,23.77,17.924677542593898
139,30.48,29.635030274215605
140,8.9,0.0037362262143349266
141,17.28,232.32210965485427
142,3.05,38.66677882746931
143,3.66,0.3931591391004461
144,20.82,184.11995060407773
145,46.63,184.11995060407773
146,4.57,0.1692584437441723
147,24.38,5.90107961824337
148,1.83,30.97265817058528
149,13.36,77.89796961413983
150,3.66,5.717891413813801
151,7.62,0.15963998749321465
152,9.14,0.15963998749321465
153,18.29,9.303162083384272
154,3.05,0.15869371638924368
155,7.62,0.449199759847573
156,17.07,6.456494217788064
157,1.83,5.86407211988075
158,36.58,77.89796961413983
159,15.24,32.46824284262579
160,8.56,14.252845431308197
161,2.8,0.21257655064538208
162,6.1,0.37983405725928127
163,25.91,0.969583931313138
164,15.24,47.955035354477296
165,59.44,96.89086835035819
166,4.57,0.404894436214563
167,45.72,16.520743062042083
168,20.73,84.59302902436497
169,1.34,0.2794836175112456
170,6.1,0.15869371638924368
171,19.81,77.89796961413983
172,15.24,42.70431968739052
173,2.13,13.747196478533258
174,9.14,0.4181443561140142
175,1.83,0.24387624614159775
176,15.24,31.577180485036994
177,31.37,50.95042721745612
178,7.79,17.133910638291372
179,8.74,0.27466331253128434
180,7.92,30.084241083984704
181,4.57,0.404894436214563
182,3.66,0.2043011216736186
183,3.05,1.113891700554107
184,1.83,1.113891700554107
185,10.98,0.37782880396147234
186,14.78,17.939377884324923
187,24.42,0.09897806304158255
188,15.24,9.303162083384272
189,5.38,0.10686581411017931
190,30.48,112.21161223636162
191,23.16,68.21532908846355
192,15.24,0.37600533248235823
193,5.49,0.3501460854517818
194,3.66,51.009982416276685
195,3.96,13.747196478533258
196,4.88,3.2809294622322946
197,1.52,5.863542031933575
198,3.05,0.3207532820375705
199,3.05,0.1664580377711737
200,6.1,12.707934930674623
201,10.97,0.27466331253128434
202,1.83,31.312791541393917
203,30.48,112.21161223636162
204,10.36,102.71407087621317
205,18.29,0.012552279168094383
206,24.99,135.1356068707096
207,12.19,0.36176807758539575
208,3.66,51.009982416276685
209,0.91,0.3132678108588584
210,1.52,12.248199112404373
211,3.31,16.59034234643696
212,46.56,66.50591461352329
213,6.96,17.133910638291372
214,15.82,53.0176303719512
215,2.93,48.45663311501838
216,9.14,5.981667283362176
217,1.22,0.46735608774407444
218,3.66,0.4041069775611834
219,0.61,5.151394889340887
220,4.96,0.3093415562058373
221,14.63,15.538062965502814
222,1.83,1.87686149062756
223,7.62,15.644346230653056
224,18.61,39.342994508413675
225,7.62,5.965615936711834
226,2.96,0.6277927753021356
227,1.94,0.397609419217326
228,2.18,0.46735608774407444
229,5.08,0.46735608774407444
230,9.14,9.480979838748766
231,9.14,9.480979838748766
232,1.21,0.035893185323036834
233,0.0,0.06201634948855339
234,15.24,25.59137674840965
235,1.16,1.87686149062756
236,4.57,0.0109604893230662
237,9.59,0.34247871551712256
238,49.9,28.903595566875218
239,21.58,6.574727673737312
240,26.21,28.903595566875218
241,3.09,0.6277927753021356
242,3.05,64.13494014403214
243,1.7,0.11623635725515943
244,4.57,0.2630523385272316
245,30.48,87.41950423587974
246,2.74,0.3347255918544723
247,20.79,0.4520952250583657
248,9.14,0.1900318064851231
249,22.67,1.0066278825316521
250,6.1,0.41733033806727005
251,30.48,14.965975012595882
252,5.4,0.3093415562058373
253,15.85,63.769795032267176
254,39.93,81.4944814227554
255,5.01,6.314100859243432
256,3.66,64.13494014403214
257,1.61,73.72239980992703
258,3.05,73.72239980992703
259,1.52,73.72239980992703
260,24.72,29.996337821339964
261,30.48,0.057356355442406595
262,12.64,16.057042702790145
263,11.09,37.926693547062904
264,29.62,89.11311553821669
265,19.81,71.41221895133359
266,5.24,67.99406449445652
267,21.71,20.720044899720154
268,11.58,0.06162889313091077
269,48.94,0.28556743785044336
270,12.19,0.35515250396561127
271,6.71,5.430168762068561
272,14.51,74.4968577550974
273,13.96,13.764020571359236
274,6.32,0.13883651239556763
275,15.09,69.54948431482889
276,8.72,67.7067001579747
277,69.19,20.396059013261088
278,44.97,70.23301249481388
279,9.85,0.3093415562058373
280,5.77,0.3093415562058373
281,9.14,0.4500692236292927
282,8.11,0.4500692236292927
283,18.29,42.18749146418363
284,36.34,44.41969329172127
285,9.46,37.2424144656659
286,8.28,26.609317835827564
287,7.32,47.55525585178891
288,0.91,14.573713672545233
289,5.49,14.617477445422539
290,9.75,0.018642665614284085
291,7.62,30.145492541437704
292,7.71,0.4500692236292927
293,6.71,0.0
294,3.05,0.13049606406092237
295,6.1,32.37827677431457
296,12.8,12.201317874436834
297,4.57,0.3097291560660475
298,0.32,0.034289170661752855
299,34.2,44.41969329172127
300,45.72,26.023253523009934
301,82.3,74.91480849065077
302,6.71,34.50676048504951
303,35.47,34.50676048504951
304,22.8,36.437150700276824
305,24.38,36.437150700276824
306,21.34,36.437150700276824
307,9.14,18.727134785627744
308,32.92,27.66345638642663
309,16.81,23.42880144225371
310,17.07,19.243424935459995
311,6.1,0.0001991372699440339
312,20.41,6.339112696190334
313,18.98,8.240070042081795
314,3.85,0.01833930496427444
315,36.97,40.08138942214083
316,21.39,44.41969329172127
317,41.15,47.57997591598886
318,21.34,36.437150700276824
319,3.05,46.26490585295464
320,30.3,0.27360999099232897
321,44.2,22.17997309341862
322,21.34,13.020457752466921
323,9.37,0.4070034918646245
324,8.49,0.32613106146306775
325,4.57,0.14715900043127608
326,16.7,0.7116819696445099
327,27.43,0.45813324319115695
328,7.62,0.023998760220150666
329,17.14,18.086547574592707
330,13.77,13.093143431563902
331,9.87,6.2909899193610395
332,2.44,0.25322671685390774
333,13.01,63.58549486951638
334,3.6,63.58549486951638
335,3.66,63.58549486951638
336,37.83,49.953188338186685
337,39.42,58.90568019208235
338,35.54,44.512454900527146
339,59.44,42.81559461449025
340,3.68,77.16074521854885
341,9.14,29.6139280341849
342,8.96,0.12439145401511918
343,12.19,11.711461617607672
344,34.04,0.27360999099232897
345,7.56,122.2421728165161
346,30.48,0.45813324319115695
347,53.34,92.1994486584601
348,8.53,17.80787666992587
349,1.83,0.21218558793661027
350,4.88,1.8856074885659235
351,1.79,0.06054401289601917
352,42.21,31.273177085727895
353,0.47,0.06054401289601917
354,5.49,0.07852311451162447
355,11.25,58.90568019208235
356,29.14,58.90568019208235
357,38.99,44.512454900527146
358,11.13,26.255843146359485
359,45.72,35.98813107230937
360,34.57,38.24618299209524
361,8.77,18.727134785627744
362,4.57,46.26490585295464
363,9.14,0.12439145401511918
364,7.85,29.093753568266806
365,4.64,0.06054401289601917
366,16.55,17.50443053772741
367,4.42,58.90568019208235
368,1.53,58.90568019208235
369,17.64,44.512454900527146
370,3.08,44.512454900527146
371,12.19,31.127384010580204
372,18.59,27.350046205692912
373,3.05,67.9062166839944
374,19.73,13.597559611011016
375,7.17,13.247231326915328
376,15.04,14.84044075356304
377,7.62,24.463339197212175
378,28.96,38.24106699456071
379,3.05,29.2983328126585
380,17.98,117.4844302111881
381,28.0,26.986932057180343
382,4.72,0.06054401289601917
383,8.93,0.2822299004120833
384,6.5,41.23155294780187
385,4.9,71.98944056420989
386,13.2,114.36355669701797
387,15.24,66.57132776362046
388,12.19,66.57132776362046
389,4.71,12.11456818475502
390,16.84,43.089179021858484
391,9.14,32.8623424949302
392,27.74,66.55385837655203
393,9.14,32.57109563648571
394,30.48,8.829556352488405
395,6.1,0.10645646370442906
396,22.51,30.39097820173984
397,1.19,13.721487753802501
398,21.34,50.14437256404991
399,42.26,82.33135430501254
400,27.72,82.33135430501254
401,23.07,82.33135430501254
402,24.38,41.801473842905764
403,10.39,34.78565013414774
404,33.22,31.7847590861004
405,5.79,0.05592572683473137
406,6.28,71.28306929607359
407,11.28,12.684769593820997
408,2.79,0.003721756293203556
409,20.34,23.329708966236684
410,54.71,50.13895437425736
411,29.63,50.13895437425736
412,28.56,58.06579583659015
413,18.17,58.06579583659015
414,17.32,76.4617737807565
415,6.14,33.33381613123964
416,18.29,0.1600189108913693
417,69.49,106.56718469772012
418,12.71,146.23110232354458
419,10.21,36.19983089338888
420,78.55,41.57907276369442
421,24.44,30.27821414773444
422,11.01,25.63636868155616
423,20.6,0.005520349435477175
424,15.31,0.017336953137699
425,13.4,33.93382492061501
426,6.85,84.73586902939368
427,5.49,84.73586902939368
428,28.04,5.537941023409371
429,36.39,30.457641734375105
430,39.01,30.457641734375105
431,34.75,27.87062382181761
432,21.4,53.025727834660486
433,12.64,53.025727834660486
434,51.77,42.19565892477911
435,9.14,15.354341577059312
436,0.78,5.699292130148917
437,23.16,12.340694447168895
438,15.24,16.566266278630845
439,0.0,0.07760002394857929
440,6.1,8.555098186462368
441,2.68,0.3509647508002048
442,22.86,85.8867124287315
443,6.1,71.28306929607359
444,5.85,0.12002828509200517
445,1.95,29.72679863689088
446,8.73,21.381174371026006
447,7.86,84.73586902939368
448,19.21,33.72105432202481
449,10.42,51.032346911110096
450,6.11,51.032346911110096
451,7.4,54.53943735290107
452,12.51,37.09746285563409
453,20.01,37.09746285563409
454,4.57,0.20968732145301955
455,7.62,14.394074175438412
456,6.1,14.394074175438412
457,18.29,23.92917661708389
458,6.1,5.617282241880528
459,28.13,31.7847590861004
460,1.22,0.06507686180186802
461,2.74,39.14829697460829
462,14.94,0.011962015729028263
463,19.43,0.011962015729028263
464,21.34,67.7491195071347
465,13.41,187.3399760912764
466,14.94,187.3399760912764
467,46.33,12.252033914221174
468,41.15,98.24637722530889
469,33.4,39.20556857022929
470,2.65,29.72679863689088
471,4.7,29.72679863689088
472,15.38,0.4493661269289327
473,12.52,0.31343314782465503
474,55.77,49.81191576229824
475,76.2,56.686491303128065
476,3.05,0.16535060657284611
477,15.24,0.546801915670813
478,0.72,0.07420607972252713
