,i_index,j_index,obs,PF
0,6,-297,40.64,69.3716973069343
1,7,-300,37.22,80.69238837516573
2,6,-302,23.54,43.86833896838322
3,8,-308,43.31,39.857112201332086
4,6,-311,17.33,40.8646633897829
5,10,-297,13.45,12.050245259109143
6,8,-304,12.51,0.004285136666415731
7,6,-313,10.63,14.74247434559884
8,11,-261,64.01,44.82115328839232
9,13,-257,16.76,29.885611883429274
10,15,-256,19.48,37.89666156974728
11,12,-258,18.29,36.501613819481456
12,12,-260,27.43,31.42370550541451
13,17,-274,5.49,67.43010303045237
14,14,-257,2.3,13.085653318880881
15,17,-274,1.83,67.43010303045237
16,14,-292,12.8,22.230353097380956
17,15,-304,7.92,29.321396207695138
18,19,-293,29.84,0.3538663095123451
19,19,-317,10.67,47.13308081751902
20,20,-228,15.24,17.809313951758604
21,20,-244,71.63,136.5146519682049
22,18,-255,0.48,52.40910400650427
23,19,-258,6.1,0.17688866563828104
24,20,-276,2.44,72.69915885618994
25,19,-301,36.58,13.236444695083266
26,16,-305,22.85,55.62386426655598
27,18,-228,12.19,12.738101844470128
28,19,-228,6.1,4.550377838615042
29,20,-284,16.7,38.76539443420608
30,18,-307,24.38,32.37891576055537
31,19,-311,17.37,31.333930905193345
32,19,-311,18.02,31.333930905193345
33,20,-320,17.68,30.247064675034366
34,20,-320,19.81,30.247064675034366
35,20,-224,1.68,32.941113575492054
36,23,-226,7.06,0.11385921426947344
37,23,-249,17.98,0.25596306183258194
38,21,-253,3.96,0.13441769059871486
39,20,-258,12.19,0.34967056985383727
40,21,-320,46.63,52.61545957768219
41,23,-226,12.19,0.11385921426947344
42,22,-248,25.76,5.303450290323916
43,22,-247,12.8,0.11490543872274084
44,21,-324,7.62,44.702768388619916
45,22,-313,9.44,26.53879239714437
46,27,-264,7.56,185.1020338240879
47,26,-284,7.18,33.77413646006765
48,28,-326,9.75,30.351938515982457
49,27,-329,19.02,27.90284285282829
50,29,-314,33.53,15.738971933906855
51,28,-326,16.76,30.351938515982457
52,28,-326,9.0,30.351938515982457
53,29,-276,26.21,8.62533977058045
54,31,-281,6.4,0.12526611589915418
55,27,-281,2.56,0.11455614269201823
56,30,-307,18.58,12.273855147132869
57,28,-329,28.96,31.660058557926757
58,29,-239,3.32,3.2609360183886134
59,29,-284,3.35,0.0011776809468507857
60,29,-284,3.96,0.0011776809468507857
61,32,-327,8.6,25.719180829170234
62,32,-327,10.15,25.719180829170234
63,33,-242,12.19,0.022354300144755788
64,33,-242,12.19,0.022354300144755788
65,32,-273,14.78,0.32593864583103166
66,31,-276,37.49,0.21930246134508383
67,33,-302,2.74,0.02265364229496238
68,30,-315,3.05,0.2735768998955802
69,33,-327,6.88,20.826620734610227
70,34,-276,6.1,0.005144166646994281
71,32,-304,3.96,0.023469860581144603
72,31,-317,13.81,0.367865181666653
73,33,-321,18.08,1.7024435384543868
74,32,-282,13.86,17.370360927393985
75,34,-328,29.57,22.143412114575924
76,33,-327,11.49,20.826620734610227
77,35,-326,16.76,17.97608853612471
78,35,-383,15.24,63.151325528691366
79,35,-220,41.15,68.51291108256645
80,35,-236,7.62,12.657566301367428
81,35,-278,41.43,55.797623130390924
82,32,-307,23.47,45.23610430390852
83,35,-317,7.88,0.45929900520523476
84,36,-322,45.72,51.09550106672994
85,35,-320,17.57,0.40945943555072917
86,36,-326,21.2,19.203478505842494
87,35,-325,4.57,31.31458713211149
88,35,-390,18.29,0.2941747023228665
89,36,-236,13.72,14.918223510775002
90,36,-323,16.14,49.27454403445277
91,37,-372,10.67,67.01276179818109
92,36,-382,6.1,30.889692574805398
93,38,-236,19.81,0.07439680697856452
94,37,-239,19.2,0.018754884608685633
95,35,-320,15.24,0.40945943555072917
96,34,-329,17.07,34.512012745646004
97,38,-377,18.29,44.045697545688945
98,38,-382,0.61,0.43225372875943685
99,35,-218,10.67,0.10927598884610741
100,38,-236,18.29,0.07439680697856452
101,39,-313,17.13,9.970590846370166
102,35,-325,3.25,31.31458713211149
103,36,-329,36.58,54.05898286649037
104,39,-365,28.35,20.592502503951934
105,37,-363,54.86,102.1504016257286
106,38,-369,7.83,43.858720186026744
107,38,-374,12.19,8.804023546225846
108,38,-380,3.05,28.990508072902724
109,35,-383,17.07,63.151325528691366
110,39,-388,6.1,0.24658192003091792
111,39,-388,8.08,0.24658192003091792
112,37,-213,6.1,37.67561865294344
113,36,-219,6.1,0.1236904239109069
114,37,-287,2.44,0.2466371583228524
115,39,-310,9.14,29.332449323560915
116,38,-312,8.84,5.060721075834475
117,37,-317,24.38,29.376231840614473
118,37,-324,26.69,25.57902022120501
119,40,-367,4.57,13.412075203305834
120,37,-381,9.14,17.73919180847167
121,37,-385,6.72,5.45077828208427
122,41,-215,7.62,49.07139943791835
123,40,-216,3.05,13.229618274082425
124,40,-311,15.24,29.673119474774474
125,39,-374,4.57,0.45045877942132895
126,37,-382,5.49,10.881730147718555
127,37,-387,30.25,9.194752735812598
128,39,-207,4.27,15.64243274436434
129,39,-207,1.52,15.64243274436434
130,40,-216,2.44,13.229618274082425
131,40,-315,45.72,36.832243027506124
132,38,-319,20.4,29.805117726594258
133,42,-350,7.67,289.7592498358798
134,42,-362,8.54,69.87214600724295
135,40,-370,3.22,0.3931591391004461
136,40,-375,6.1,5.6957133304969245
137,40,-375,8.31,5.6957133304969245
138,40,-380,23.77,17.924677542593898
139,38,-379,30.48,29.635030274215605
140,40,-269,8.9,0.0037362262143349266
141,43,-350,17.28,232.32210965485427
142,41,-362,3.05,38.66677882746931
143,40,-370,3.66,0.3931591391004461
144,44,-350,20.82,184.11995060407773
145,44,-350,46.63,184.11995060407773
146,44,-361,4.57,0.1692584437441723
147,43,-360,24.38,5.90107961824337
148,41,-380,1.83,30.97265817058528
149,45,-196,13.36,77.89796961413983
150,45,-225,3.66,5.717891413813801
151,41,-228,7.62,0.15963998749321465
152,41,-228,9.14,0.15963998749321465
153,45,-376,18.29,9.303162083384272
154,43,-382,3.05,0.15869371638924368
155,41,-386,7.62,0.449199759847573
156,45,-385,17.07,6.456494217788064
157,45,-389,1.83,5.86407211988075
158,45,-196,36.58,77.89796961413983
159,42,-297,15.24,32.46824284262579
160,44,-371,8.56,14.252845431308197
161,43,-377,2.8,0.21257655064538208
162,44,-376,6.1,0.37983405725928127
163,43,-385,25.91,0.969583931313138
164,47,-323,15.24,47.955035354477296
165,44,-336,59.44,96.89086835035819
166,47,-339,4.57,0.404894436214563
167,44,-338,45.72,16.520743062042083
168,44,-341,20.73,84.59302902436497
169,46,-362,1.34,0.2794836175112456
170,43,-382,6.1,0.15869371638924368
171,45,-196,19.81,77.89796961413983
172,46,-201,15.24,42.70431968739052
173,46,-331,2.13,13.747196478533258
174,47,-335,9.14,0.4181443561140142
175,48,-341,1.83,0.24387624614159775
176,47,-355,15.24,31.577180485036994
177,46,-380,31.37,50.95042721745612
178,48,-378,7.79,17.133910638291372
179,46,-387,8.74,0.27466331253128434
180,48,-321,7.92,30.084241083984704
181,47,-339,4.57,0.404894436214563
182,47,-342,3.66,0.2043011216736186
183,47,-358,3.05,1.113891700554107
184,47,-358,1.83,1.113891700554107
185,49,-367,10.98,0.37782880396147234
186,49,-369,14.78,17.939377884324923
187,49,-373,24.42,0.09897806304158255
188,45,-376,15.24,9.303162083384272
189,48,-380,5.38,0.10686581411017931
190,50,-197,30.48,112.21161223636162
191,49,-197,23.16,68.21532908846355
192,49,-325,15.24,0.37600533248235823
193,50,-325,5.49,0.3501460854517818
194,47,-327,3.66,51.009982416276685
195,46,-331,3.96,13.747196478533258
196,46,-332,4.88,3.2809294622322946
197,50,-348,1.52,5.863542031933575
198,50,-354,3.05,0.3207532820375705
199,46,-361,3.05,0.1664580377711737
200,47,-357,6.1,12.707934930674623
201,46,-387,10.97,0.27466331253128434
202,51,-126,1.83,31.312791541393917
203,50,-197,30.48,112.21161223636162
204,51,-232,10.36,102.71407087621317
205,47,-237,18.29,0.012552279168094383
206,51,-255,24.99,135.1356068707096
207,49,-320,12.19,0.36176807758539575
208,47,-327,3.66,51.009982416276685
209,49,-328,0.91,0.3132678108588584
210,49,-352,1.52,12.248199112404373
211,50,-365,3.31,16.59034234643696
212,47,-378,46.56,66.50591461352329
213,48,-378,6.96,17.133910638291372
214,49,-318,15.82,53.0176303719512
215,48,-323,2.93,48.45663311501838
216,51,-326,9.14,5.981667283362176
217,50,-342,1.22,0.46735608774407444
218,50,-350,3.66,0.4041069775611834
219,49,-353,0.61,5.151394889340887
220,52,-389,4.96,0.3093415562058373
221,51,-392,14.63,15.538062965502814
222,51,-391,1.83,1.87686149062756
223,49,-202,7.62,15.644346230653056
224,51,-314,18.61,39.342994508413675
225,50,-318,7.62,5.965615936711834
226,50,-326,2.96,0.6277927753021356
227,49,-339,1.94,0.397609419217326
228,50,-342,2.18,0.46735608774407444
229,50,-342,5.08,0.46735608774407444
230,49,-376,9.14,9.480979838748766
231,49,-376,9.14,9.480979838748766
232,53,-386,1.21,0.035893185323036834
233,52,-388,0.0,0.06201634948855339
234,49,-391,15.24,25.59137674840965
235,51,-391,1.16,1.87686149062756
236,54,-317,4.57,0.0109604893230662
237,50,-320,9.59,0.34247871551712256
238,54,-322,49.9,28.903595566875218
239,52,-324,21.58,6.574727673737312
240,54,-322,26.21,28.903595566875218
241,50,-326,3.09,0.6277927753021356
242,52,-330,3.05,64.13494014403214
243,51,-332,1.7,0.11623635725515943
244,50,-341,4.57,0.2630523385272316
245,53,-367,30.48,87.41950423587974
246,50,-374,2.74,0.3347255918544723
247,51,-376,20.79,0.4520952250583657
248,52,-376,9.14,0.1900318064851231
249,50,-376,22.67,1.0066278825316521
250,52,-381,6.1,0.41733033806727005
251,51,-386,30.48,14.965975012595882
252,52,-389,5.4,0.3093415562058373
253,55,-196,15.85,63.769795032267176
254,55,-255,39.93,81.4944814227554
255,54,-318,5.01,6.314100859243432
256,52,-330,3.66,64.13494014403214
257,51,-362,1.61,73.72239980992703
258,51,-362,3.05,73.72239980992703
259,51,-362,1.52,73.72239980992703
260,55,-369,24.72,29.996337821339964
261,53,-375,30.48,0.057356355442406595
262,53,-392,12.64,16.057042702790145
263,56,-197,11.09,37.926693547062904
264,52,-207,29.62,89.11311553821669
265,53,-208,19.81,71.41221895133359
266,54,-210,5.24,67.99406449445652
267,55,-214,21.71,20.720044899720154
268,53,-216,11.58,0.06162889313091077
269,54,-223,48.94,0.28556743785044336
270,55,-238,12.19,0.35515250396561127
271,53,-283,6.71,5.430168762068561
272,55,-318,14.51,74.4968577550974
273,54,-321,13.96,13.764020571359236
274,53,-322,6.32,0.13883651239556763
275,52,-354,15.09,69.54948431482889
276,52,-355,8.72,67.7067001579747
277,55,-370,69.19,20.396059013261088
278,53,-390,44.97,70.23301249481388
279,52,-389,9.85,0.3093415562058373
280,52,-389,5.77,0.3093415562058373
281,56,-393,9.14,0.4500692236292927
282,56,-393,8.11,0.4500692236292927
283,54,-125,18.29,42.18749146418363
284,55,-345,36.34,44.41969329172127
285,53,-343,9.46,37.2424144656659
286,54,-345,8.28,26.609317835827564
287,57,-358,7.32,47.55525585178891
288,55,-372,0.91,14.573713672545233
289,57,-373,5.49,14.617477445422539
290,54,-385,9.75,0.018642665614284085
291,57,-386,7.62,30.145492541437704
292,56,-393,7.71,0.4500692236292927
293,56,-112,6.71,0.0
294,56,-128,3.05,0.13049606406092237
295,58,-208,6.1,32.37827677431457
296,55,-231,12.8,12.201317874436834
297,56,-308,4.57,0.3097291560660475
298,56,-334,0.32,0.034289170661752855
299,55,-345,34.2,44.41969329172127
300,54,-347,45.72,26.023253523009934
301,54,-353,82.3,74.91480849065077
302,58,-359,6.71,34.50676048504951
303,58,-359,35.47,34.50676048504951
304,58,-362,22.8,36.437150700276824
305,58,-362,24.38,36.437150700276824
306,58,-362,21.34,36.437150700276824
307,58,-373,9.14,18.727134785627744
308,55,-388,32.92,27.66345638642663
309,54,-390,16.81,23.42880144225371
310,58,-227,17.07,19.243424935459995
311,55,-266,6.1,0.0001991372699440339
312,56,-306,20.41,6.339112696190334
313,59,-301,18.98,8.240070042081795
314,59,-308,3.85,0.01833930496427444
315,55,-346,36.97,40.08138942214083
316,55,-345,21.39,44.41969329172127
317,59,-355,41.15,47.57997591598886
318,58,-362,21.34,36.437150700276824
319,58,-378,3.05,46.26490585295464
320,58,-383,30.3,0.27360999099232897
321,57,-384,44.2,22.17997309341862
322,58,-391,21.34,13.020457752466921
323,58,-387,9.37,0.4070034918646245
324,58,-390,8.49,0.32613106146306775
325,57,-391,4.57,0.14715900043127608
326,55,-394,16.7,0.7116819696445099
327,58,-119,27.43,0.45813324319115695
328,58,-277,7.62,0.023998760220150666
329,58,-303,17.14,18.086547574592707
330,60,-318,13.77,13.093143431563902
331,60,-317,9.87,6.2909899193610395
332,60,-329,2.44,0.25322671685390774
333,56,-346,13.01,63.58549486951638
334,56,-346,3.6,63.58549486951638
335,56,-346,3.66,63.58549486951638
336,56,-347,37.83,49.953188338186685
337,58,-346,39.42,58.90568019208235
338,60,-357,35.54,44.512454900527146
339,56,-362,59.44,42.81559461449025
340,56,-369,3.68,77.16074521854885
341,56,-370,9.14,29.6139280341849
342,59,-382,8.96,0.12439145401511918
343,59,-389,12.19,11.711461617607672
344,58,-383,34.04,0.27360999099232897
345,60,-116,7.56,122.2421728165161
346,58,-119,30.48,0.45813324319115695
347,61,-195,53.34,92.1994486584601
348,57,-304,8.53,17.80787666992587
349,59,-306,1.83,0.21218558793661027
350,57,-305,4.88,1.8856074885659235
351,61,-315,1.79,0.06054401289601917
352,61,-317,42.21,31.273177085727895
353,61,-315,0.47,0.06054401289601917
354,58,-336,5.49,0.07852311451162447
355,58,-346,11.25,58.90568019208235
356,58,-346,29.14,58.90568019208235
357,60,-357,38.99,44.512454900527146
358,60,-360,11.13,26.255843146359485
359,57,-359,45.72,35.98813107230937
360,57,-362,34.57,38.24618299209524
361,58,-373,8.77,18.727134785627744
362,58,-378,4.57,46.26490585295464
363,59,-382,9.14,0.12439145401511918
364,60,-306,7.85,29.093753568266806
365,61,-315,4.64,0.06054401289601917
366,59,-337,16.55,17.50443053772741
367,58,-346,4.42,58.90568019208235
368,58,-346,1.53,58.90568019208235
369,60,-357,17.64,44.512454900527146
370,60,-357,3.08,44.512454900527146
371,60,-359,12.19,31.127384010580204
372,59,-359,18.59,27.350046205692912
373,62,-362,3.05,67.9062166839944
374,59,-363,19.73,13.597559611011016
375,60,-363,7.17,13.247231326915328
376,61,-363,15.04,14.84044075356304
377,60,-376,7.62,24.463339197212175
378,61,-383,28.96,38.24106699456071
379,63,-130,3.05,29.2983328126585
380,63,-175,17.98,117.4844302111881
381,60,-314,28.0,26.986932057180343
382,61,-315,4.72,0.06054401289601917
383,59,-334,8.93,0.2822299004120833
384,59,-339,6.5,41.23155294780187
385,59,-341,4.9,71.98944056420989
386,59,-345,13.2,114.36355669701797
387,59,-347,15.24,66.57132776362046
388,59,-347,12.19,66.57132776362046
389,63,-362,4.71,12.11456818475502
390,62,-373,16.84,43.089179021858484
391,62,-376,9.14,32.8623424949302
392,62,-372,27.74,66.55385837655203
393,62,-377,9.14,32.57109563648571
394,62,-390,30.48,8.829556352488405
395,62,-124,6.1,0.10645646370442906
396,61,-311,22.51,30.39097820173984
397,62,-307,1.19,13.721487753802501
398,63,-335,21.34,50.14437256404991
399,60,-346,42.26,82.33135430501254
400,60,-346,27.72,82.33135430501254
401,60,-346,23.07,82.33135430501254
402,61,-373,24.38,41.801473842905764
403,62,-374,10.39,34.78565013414774
404,64,-387,33.22,31.7847590861004
405,65,-126,5.79,0.05592572683473137
406,64,-182,6.28,71.28306929607359
407,62,-311,11.28,12.684769593820997
408,63,-314,2.79,0.003721756293203556
409,62,-334,20.34,23.329708966236684
410,63,-337,54.71,50.13895437425736
411,63,-337,29.63,50.13895437425736
412,65,-342,28.56,58.06579583659015
413,65,-342,18.17,58.06579583659015
414,61,-352,17.32,76.4617737807565
415,62,-375,6.14,33.33381613123964
416,66,-180,18.29,0.1600189108913693
417,65,-197,69.49,106.56718469772012
418,64,-280,12.71,146.23110232354458
419,65,-292,10.21,36.19983089338888
420,65,-303,78.55,41.57907276369442
421,63,-304,24.44,30.27821414773444
422,62,-304,11.01,25.63636868155616
423,62,-306,20.6,0.005520349435477175
424,63,-310,15.31,0.017336953137699
425,66,-325,13.4,33.93382492061501
426,63,-325,6.85,84.73586902939368
427,63,-325,5.49,84.73586902939368
428,64,-330,28.04,5.537941023409371
429,63,-333,36.39,30.457641734375105
430,63,-333,39.01,30.457641734375105
431,62,-335,34.75,27.87062382181761
432,66,-340,21.4,53.025727834660486
433,66,-340,12.64,53.025727834660486
434,66,-353,51.77,42.19565892477911
435,63,-361,9.14,15.354341577059312
436,65,-374,0.78,5.699292130148917
437,66,-371,23.16,12.340694447168895
438,66,-376,15.24,16.566266278630845
439,65,-379,0.0,0.07760002394857929
440,62,-385,6.1,8.555098186462368
441,62,-389,2.68,0.3509647508002048
442,65,-177,22.86,85.8867124287315
443,64,-182,6.1,71.28306929607359
444,66,-297,5.85,0.12002828509200517
445,65,-309,1.95,29.72679863689088
446,67,-319,8.73,21.381174371026006
447,63,-325,7.86,84.73586902939368
448,67,-334,19.21,33.72105432202481
449,67,-338,10.42,51.032346911110096
450,67,-338,6.11,51.032346911110096
451,66,-341,7.4,54.53943735290107
452,67,-348,12.51,37.09746285563409
453,67,-348,20.01,37.09746285563409
454,63,-366,4.57,0.20968732145301955
455,66,-372,7.62,14.394074175438412
456,66,-372,6.1,14.394074175438412
457,65,-376,18.29,23.92917661708389
458,66,-381,6.1,5.617282241880528
459,64,-387,28.13,31.7847590861004
460,67,-97,1.22,0.06507686180186802
461,64,-129,2.74,39.14829697460829
462,67,-221,14.94,0.011962015729028263
463,67,-221,19.43,0.011962015729028263
464,64,-222,21.34,67.7491195071347
465,64,-279,13.41,187.3399760912764
466,64,-279,14.94,187.3399760912764
467,66,-291,46.33,12.252033914221174
468,64,-291,41.15,98.24637722530889
469,67,-306,33.4,39.20556857022929
470,65,-309,2.65,29.72679863689088
471,65,-309,4.7,29.72679863689088
472,68,-317,15.38,0.4493661269289327
473,67,-322,12.52,0.31343314782465503
474,68,-335,55.77,49.81191576229824
475,66,-331,76.2,56.686491303128065
476,66,-369,3.05,0.16535060657284611
477,65,-370,15.24,0.546801915670813
478,67,-378,0.72,0.07420607972252713
479,67,-374,15.24,0.2838016200560384
480,65,-381,3.05,5.27314114686492
481,65,-382,0.3,0.477583056556727
482,67,-97,2.44,0.06507686180186802
483,69,-163,33.53,40.86526186151217
484,67,-221,10.97,0.011962015729028263
485,66,-227,15.51,12.790045845265507
486,68,-272,25.91,178.46710917386292
487,65,-280,3.35,186.24852576285713
488,69,-301,4.99,30.330004390671007
489,66,-304,50.69,29.959118980055557
490,67,-306,33.83,39.20556857022929
491,65,-309,2.14,29.72679863689088
492,66,-312,2.83,0.018787900635219252
493,68,-317,12.67,0.4493661269289327
494,66,-322,7.01,11.569243473345296
495,66,-329,37.8,0.12779499965351773
496,66,-329,44.81,0.12779499965351773
497,67,-356,16.76,0.2697720920764297
498,69,-364,9.14,0.21285471298934217
499,65,-363,1.52,96.12238159549834
500,65,-376,21.28,23.92917661708389
501,65,-381,3.05,5.27314114686492
502,69,-378,17.71,0.08333539222736792
503,65,-381,3.05,5.27314114686492
504,68,-141,0.91,0.13198605071091196
505,68,-142,6.1,0.14141172282293785
506,67,-218,6.1,14.461373420989588
507,68,-289,9.75,0.30507860224905753
508,69,-293,2.74,0.0015615004000096697
509,67,-296,2.93,0.1274357195891553
510,66,-297,10.49,0.12002828509200517
511,69,-306,17.34,0.13721147654613058
512,69,-306,15.25,0.13721147654613058
513,67,-315,56.76,31.029912270551065
514,68,-314,11.43,21.048389213134513
515,68,-316,6.81,5.675682671776025
516,68,-314,7.82,21.048389213134513
517,67,-322,12.16,0.31343314782465503
518,68,-325,32.89,0.381188162586809
519,69,-329,12.28,4.6088782059098765
520,70,-329,17.25,43.924173954529415
521,68,-344,14.94,31.321232588514945
522,70,-367,6.71,0.01560564802424103
523,71,-163,12.19,30.720099416143512
524,67,-216,1.83,10.330130377495342
525,67,-290,1.86,16.098573116593375
526,69,-288,6.43,10.127271949696485
527,67,-296,5.88,0.1274357195891553
528,70,-299,21.09,41.20258019618126
529,69,-305,9.41,0.0452492409754713
530,69,-306,16.36,0.13721147654613058
531,68,-312,32.0,0.013282642145074068
532,68,-315,1.2,13.27990079983772
533,67,-318,33.26,21.373310339388333
534,68,-317,17.77,0.4493661269289327
535,69,-329,12.19,4.6088782059098765
536,69,-347,10.67,0.22835682876751837
537,71,-354,15.24,0.04756724950614743
538,71,-354,16.26,0.04756724950614743
539,71,-361,14.94,0.015728725283248403
540,69,-382,27.07,26.103735278212874
541,68,-386,18.23,18.249933344086042
542,72,-102,5.49,49.26397004762871
543,72,-162,3.66,47.57584640418927
544,72,-172,18.29,70.52358329694536
545,72,-172,12.19,70.52358329694536
546,70,-175,12.19,31.80305953205014
547,68,-181,26.21,0.06647966122226165
548,69,-219,37.37,2.4350477248259974
549,69,-301,2.43,30.330004390671007
550,69,-301,1.47,30.330004390671007
551,70,-303,13.65,13.05801993400574
552,70,-304,5.34,14.743839298995933
553,68,-309,5.46,25.51705661135079
554,69,-347,11.58,0.22835682876751837
555,71,-354,9.14,0.04756724950614743
556,69,-352,15.85,12.42614895046382
557,68,-361,12.19,24.26651310401754
558,70,-380,5.49,0.2987019592093135
559,69,-379,12.19,5.716923085022621
560,69,-387,21.34,4.8711995194928575
561,69,-386,7.62,14.177221799625338
562,72,-96,3.66,15.967770982842435
563,72,-102,3.96,49.26397004762871
564,72,-131,3.66,34.74535395070845
565,71,-175,9.14,15.013051488626312
566,71,-173,17.25,78.2341182744108
567,72,-215,34.21,0.19024203179370833
568,72,-215,24.38,0.19024203179370833
569,73,-235,10.32,37.39111560186522
570,69,-274,65.53,257.03488431591126
571,73,-300,35.73,42.52215350324736
572,70,-305,27.55,10.850874188941
573,73,-314,12.19,0.010379538147192802
574,72,-334,7.62,0.35444754733339096
575,71,-345,1.83,0.4778660656100713
576,72,-353,1.52,65.48949567092981
577,73,-360,15.24,36.48971744091359
578,71,-364,1.22,12.336733717720435
579,70,-372,30.48,20.33826937508616
580,69,-378,15.24,0.08333539222736792
581,72,-99,6.71,29.428697041370448
582,72,-131,6.1,34.74535395070845
583,71,-180,10.67,0.1397523409071519
584,71,-191,2.52,0.127103509449586
585,70,-192,1.52,12.896484981266997
586,73,-205,12.19,32.715889802369354
587,70,-216,18.4,0.010395340516162501
588,72,-214,6.1,0.03659852389430218
589,70,-234,9.14,113.87972788406428
590,70,-234,8.43,113.87972788406428
591,73,-235,6.1,37.39111560186522
592,71,-290,5.67,0.029306338244314306
593,71,-290,10.96,0.029306338244314306
594,70,-292,28.08,0.011979381577193228
595,70,-306,4.87,22.20702947899498
596,73,-304,2.53,13.038796412039408
597,71,-317,2.1,0.22164017022783006
598,74,-333,3.05,0.35994801973534624
599,71,-374,9.14,15.175247337033213
600,72,-379,28.04,0.3490295970211221
601,72,-385,15.24,13.437314442660083
602,70,-383,9.69,0.14726053981376372
603,75,-164,0.0,12.462221533377956
604,72,-162,7.62,47.57584640418927
605,72,-178,1.89,17.346750608234565
606,72,-206,3.05,0.10356158249837681
607,75,-237,16.15,63.88460715229118
608,71,-283,10.94,36.191196844517584
609,71,-290,4.02,0.029306338244314306
610,71,-290,17.71,0.029306338244314306
611,71,-290,21.11,0.029306338244314306
612,73,-305,5.99,0.05331880076902972
613,71,-345,1.83,0.4778660656100713
614,71,-348,7.62,0.44311790390592226
615,72,-360,3.05,47.193616955677875
616,71,-374,12.19,15.175247337033213
617,72,-384,6.1,31.185360683270343
618,72,-96,1.83,15.967770982842435
619,76,-164,0.0,38.920468178333635
620,72,-199,9.14,52.78759249799664
621,75,-299,22.85,17.987222685775194
622,73,-344,1.52,0.015386344832462652
623,72,-369,6.98,29.591663941375447
624,72,-384,9.14,31.185360683270343
625,74,-103,5.49,48.75518909497497
626,77,-175,38.69,46.80054419831757
627,73,-178,24.38,67.43010804852554
628,74,-181,10.67,66.83981406019373
629,75,-231,5.53,130.4683954349726
630,73,-296,37.7,38.7867121756536
631,77,-298,4.47,30.556644373337857
632,75,-300,9.49,17.62600806517399
633,74,-302,6.86,0.5381332128503279
634,76,-316,21.34,0.004876972641793558
635,75,-325,0.91,0.1218637935610186
636,73,-338,7.62,0.19625509711820213
637,73,-353,9.14,114.1351537907525
638,73,-360,5.79,36.48971744091359
639,74,-379,21.12,13.357727023800656
640,74,-378,13.72,12.025124099726057
641,75,-159,12.19,42.89778198173722
642,75,-181,22.86,128.93201512275613
643,75,-188,11.84,0.06550502342085747
644,76,-195,22.86,63.74101941967461
645,75,-299,24.21,17.987222685775194
646,75,-300,9.98,17.62600806517399
647,76,-296,40.87,57.84790556433298
648,74,-302,2.4,0.5381332128503279
649,76,-318,18.29,14.086182210629355
650,74,-327,2.01,5.880428271054793
651,74,-359,12.16,91.0526376592175
652,76,-376,24.26,32.195839093962555
653,76,-159,21.34,41.719229106762256
654,76,-185,24.38,13.326865509702884
655,75,-193,51.82,114.3722943121415
656,75,-196,37.49,74.04061649222291
657,79,-204,3.96,0.042698979383188965
658,76,-281,21.58,0.3420833120089185
659,76,-281,15.97,0.3420833120089185
660,76,-281,23.0,0.3420833120089185
661,75,-284,10.44,0.025405121817436524
662,77,-298,6.67,30.556644373337857
663,76,-299,19.51,16.94534318115598
664,79,-320,19.81,29.263121865188825
665,78,-323,6.1,0.4201928136909016
666,77,-341,17.68,37.58968653159981
667,77,-342,30.11,33.28560790034886
668,75,-375,12.19,30.04151436224594
669,77,-99,1.83,83.18196736645957
670,79,-108,0.3,23.586014989817045
671,76,-159,15.24,41.719229106762256
672,79,-185,10.67,0.05779736514730101
673,76,-190,50.9,74.69086145935047
674,76,-193,64.62,129.77752674983068
675,80,-188,26.82,36.23330727288309
676,76,-194,56.91,74.87121457319378
677,80,-279,10.12,0.014020755833152234
678,76,-322,42.67,44.8615586657539
679,78,-344,13.72,34.60753055972956
680,79,-366,30.48,68.88243965736211
681,79,-382,7.68,14.972902094676336
682,79,-382,7.62,14.972902094676336
683,77,-100,1.22,31.02072300426003
684,81,-135,5.79,83.13538170860608
685,78,-160,15.85,88.44883984792729
686,80,-162,6.58,37.784552357766344
687,80,-190,63.09,48.89001749924042
688,79,-205,12.19,0.06324667512044996
689,80,-279,9.66,0.014020755833152234
690,81,-281,19.81,47.20768185890616
691,79,-293,19.39,41.08161157874983
692,77,-295,6.92,44.595439674018195
693,77,-295,0.38,44.595439674018195
694,77,-298,10.06,30.556644373337857
695,77,-309,7.01,0.3156912079911441
696,79,-321,1.83,17.796099171423265
697,79,-379,7.62,8.072141741844774
698,80,-186,7.62,35.24718821126902
699,79,-202,6.1,44.032189923660546
700,82,-273,3.05,13.085260819533648
701,79,-283,37.78,50.15283207336334
702,78,-287,76.37,50.17776972288031
703,81,-293,47.79,43.462583786871576
704,78,-298,14.92,37.7769072000393
705,80,-303,24.38,63.586569411121665
706,81,-366,12.19,34.583369306908175
707,80,-375,30.48,90.58762616759488
708,81,-114,6.71,65.29583353614564
709,80,-162,5.18,37.784552357766344
710,82,-164,24.38,0.07970159011490091
711,80,-188,10.52,36.23330727288309
712,79,-224,12.19,83.64260777941087
713,80,-226,18.29,36.94407753139818
714,79,-232,28.61,32.64673689671922
715,82,-234,15.09,294.4943115331381
716,79,-293,26.82,41.08161157874983
717,79,-293,5.44,41.08161157874983
718,81,-318,24.38,29.70599378481003
719,79,-320,36.58,29.263121865188825
720,82,-325,28.1,15.281723285090148
721,80,-346,18.29,58.785485305371786
722,79,-345,21.03,56.544085394043336
723,81,-349,7.62,59.95127379676002
