,i_index,j_index,obs,PF
1734,137,-334,38.1,117.64576160553685
1735,138,-336,9.75,0.16473529645686044
1736,138,-339,8.84,0.37582165726133526
1737,137,-343,11.49,0.3794242421273993
1738,138,-350,22.25,16.456126140549507
1739,138,-350,21.82,16.456126140549507
1740,142,-138,7.32,0.28253859950076116
1741,142,-184,21.34,0.22588229396480752
1742,139,-215,10.67,20.41311937813036
1743,138,-216,24.38,7.238523906631463
1744,142,-220,12.19,12.498238778933898
1745,142,-220,8.23,12.498238778933898
1746,142,-220,9.14,12.498238778933898
1747,141,-221,0.61,33.87835843957972
1748,139,-236,21.34,98.74807790366108
1749,139,-238,3.35,0.13624640099374205
1750,139,-260,9.14,0.3234126432978339
1751,139,-261,4.57,0.48937773944110724
1752,140,-289,15.24,0.018268263928974394
1753,140,-289,15.24,0.018268263928974394
1754,140,-298,12.19,28.50110034690774
1755,141,-309,6.1,39.26209333626133
1756,140,-318,1.52,20.91190532553521
1757,138,-325,2.74,0.1067554238931786
1758,142,-337,1.16,0.23238497136646388
1759,141,-334,3.05,8.659341933855497
1760,138,-336,9.75,0.16473529645686044
1761,139,-342,0.61,0.11265908120528263
1762,142,-346,21.6,18.41532350228198
1763,142,-347,25.85,24.070775967386258
1764,142,-346,20.69,18.41532350228198
1765,142,-347,25.75,24.070775967386258
1766,138,-350,20.61,16.456126140549507
1767,142,-349,28.41,33.7227698559117
1768,140,-347,9.54,13.365292515815634
1769,142,-345,13.69,14.7639150087607
1770,140,-111,13.11,0.8992045592876179
1771,139,-147,24.69,30.60644706036259
1772,143,-180,18.29,66.4243454405021
1773,142,-217,24.58,44.4006894289026
1774,141,-268,18.29,105.8204379854511
1775,139,-313,6.77,22.097839821333803
1776,142,-326,13.11,0.14228802605950985
1777,143,-344,21.34,13.834488829339591
1778,141,-340,7.32,0.10835095661342282
1779,142,-340,1.22,0.4459104286239914
1780,143,-348,34.43,33.24028384831339
1781,139,-349,14.01,0.16238778605652404
1782,140,-119,3.05,73.84102639860582
1783,142,-126,7.92,19.2357992497148
1784,142,-138,1.52,0.28253859950076116
1785,140,-154,0.81,15.25003043077357
1786,142,-159,16.76,0.07339524543398612
1787,141,-177,7.62,30.180691037408298
1788,141,-180,1.07,0.3071012055989159
1789,144,-213,5.79,19.284328989676258
1790,143,-218,12.19,65.9276945541996
1791,144,-219,21.34,40.17172686002211
1792,144,-219,21.97,40.17172686002211
1793,143,-218,7.32,65.9276945541996
1794,144,-219,19.2,40.17172686002211
1795,144,-234,6.4,0.50692077643032
1796,143,-270,9.14,0.20150204970782973
1797,143,-269,6.1,0.20087382436399384
1798,143,-276,1.52,0.324808096299889
1799,141,-309,2.44,39.26209333626133
1800,143,-310,4.5,0.05686727192855038
1801,143,-321,10.67,39.92809606064735
1802,143,-325,1.28,0.1585150406620704
1803,141,-326,8.53,12.55044100191945
1804,140,-336,9.95,0.6366819526590385
1805,144,-342,9.91,0.6147884263111156
1806,141,-343,8.43,0.5199336947004808
1807,143,-343,12.66,0.6271699471855565
1808,140,-344,15.28,12.36485238343393
1809,144,-348,29.51,39.595512220057024
1810,140,-346,9.53,12.824579984440573
1811,140,-348,18.06,16.93743198802282
1812,141,-347,26.31,20.318267314610885
1813,143,-349,26.52,36.54724159477958
1814,142,-138,2.74,0.28253859950076116
1815,142,-156,12.09,47.29884960163854
1816,141,-163,15.24,14.425244042599152
1817,145,-166,5.49,0.3952140048811215
1818,143,-171,14.63,32.77581078164306
1819,143,-170,21.03,65.5833110909903
1820,142,-182,3.05,0.13298868798548238
1821,141,-220,32.0,43.085812868466824
1822,141,-225,10.67,0.0
1823,142,-270,4.57,0.23668811016007385
1824,141,-305,6.1,12.854358181997037
1825,145,-311,2.48,3.074782978470236
1826,141,-319,1.52,0.40247394017125604
1827,142,-317,19.35,40.63006177524191
1828,145,-323,0.91,0.5775643355315251
1829,142,-322,9.14,17.507285014804232
1830,142,-326,12.95,0.14228802605950985
1831,145,-342,11.92,0.5888119573594542
1832,143,-342,6.83,0.5642837091078452
1833,145,-342,13.68,0.5888119573594542
1834,142,-343,7.43,0.5255409363136804
1835,145,-344,23.77,21.606068883910197
1836,144,-345,24.99,23.735160990911872
1837,144,-342,10.67,0.6147884263111156
1838,145,-340,2.74,0.43705519584294555
1839,145,-349,1.49,30.188027568743514
1840,144,-142,6.1,0.20290644006904032
1841,144,-175,1.01,20.763902442112688
1842,143,-182,12.19,13.19844734041813
1843,144,-214,9.14,6.443378409502147
1844,145,-211,4.57,0.12083988218954017
1845,143,-224,6.1,0.0
1846,142,-232,41.15,83.60852736442365
1847,142,-256,12.17,0.3352329332878113
1848,143,-289,19.81,24.695080934794248
1849,146,-311,6.1,0.24130225920617457
1850,142,-311,12.19,0.05182462938116113
1851,144,-322,6.4,29.91166496139467
1852,142,-326,13.72,0.14228802605950985
1853,143,-333,0.61,19.956452678767473
1854,145,-341,7.01,0.41790321856911106
1855,145,-342,14.7,0.5888119573594542
1856,145,-340,2.26,0.43705519584294555
1857,146,-367,14.05,86.6946576905841
1858,144,-133,13.11,69.08917364898343
1859,143,-134,5.79,14.100603235980262
1860,146,-140,51.82,84.91548099742583
1861,143,-140,4.88,0.18087287500773364
1862,144,-143,5.18,0.389928187607016
1863,145,-143,0.0,0.19874828154363058
1864,145,-145,8.53,0.19267129018450946
1865,147,-160,4.57,0.2431217572505876
1866,145,-163,18.29,0.5075181698381405
1867,145,-214,12.19,28.68348221968658
1868,145,-214,13.72,28.68348221968658
1869,145,-219,21.34,0.4409269130640683
1870,144,-219,19.51,40.17172686002211
1871,144,-234,4.88,0.50692077643032
1872,144,-234,4.88,0.50692077643032
1873,146,-263,4.57,3.939393377580711
1874,146,-271,15.24,53.84346495222765
1875,147,-301,12.19,5.984430766010311
1876,147,-309,1.83,28.262792107617617
1877,146,-305,12.19,35.334737063751554
1878,144,-312,15.24,11.838608650735388
1879,144,-312,15.24,11.838608650735388
1880,146,-321,12.19,20.102632981063795
1881,145,-327,12.19,0.013148180504260084
1882,147,-331,8.84,0.08815211228650492
1883,146,-340,6.1,0.4510964126358693
1884,146,-346,36.73,31.719781144601118
1885,147,-348,1.87,23.167312766178622
1886,143,-350,21.85,30.978665229732584
1887,146,-141,35.05,42.47966322349716
1888,147,-156,12.19,38.81349171259234
1889,146,-157,3.05,19.160331855125353
1890,144,-205,0.91,1.7671878305815114
1891,147,-217,6.1,0.010531964711824162
1892,147,-223,30.48,0.0
1893,146,-223,21.03,0.0
1894,148,-230,18.29,21.844315179368383
1895,145,-234,14.02,0.4482679443054581
1896,144,-250,21.89,57.283058714392276
1897,148,-251,4.78,0.23991698972585895
1898,147,-266,7.62,0.20870561527160136
1899,146,-271,16.76,53.84346495222765
1900,145,-285,30.48,12.564272449149174
1901,147,-295,16.37,12.682427123462224
1902,147,-300,8.2,0.5261197639070657
1903,146,-311,8.23,0.24130225920617457
1904,146,-311,6.68,0.24130225920617457
1905,146,-311,10.67,0.24130225920617457
1906,148,-319,7.62,12.710713863737807
1907,148,-339,7.65,0.5642755409307212
1908,147,-339,11.97,0.657272442097352
1909,145,-341,6.4,0.41790321856911106
1910,144,-342,10.94,0.6147884263111156
1911,147,-346,27.49,31.15406278020463
1912,145,-349,18.29,30.188027568743514
1913,148,-123,0.61,33.522638327533386
1914,146,-141,35.05,42.47966322349716
1915,147,-165,3.32,0.003683060056214533
1916,147,-165,2.44,0.003683060056214533
1917,148,-177,27.13,0.4058205372222696
1918,147,-211,7.92,123.08437895531836
1919,145,-219,18.29,0.4409269130640683
1920,145,-261,12.19,0.393847875289545
1921,146,-304,30.48,46.34112872938706
1922,146,-311,10.67,0.24130225920617457
1923,146,-311,5.93,0.24130225920617457
1924,146,-321,12.19,20.102632981063795
1925,147,-321,4.05,0.5105512721565029
1926,148,-332,7.92,5.303134512095386
1927,146,-331,13.26,32.36961669017208
1928,149,-342,16.54,14.578610157116481
1929,148,-342,28.48,21.492522010288603
1930,147,-344,25.46,30.397088133962615
1931,149,-356,13.41,52.26072836477087
1932,148,-365,17.98,42.288654270558226
1933,148,-365,16.31,42.288654270558226
1934,148,-125,2.74,21.88627770859092
1935,149,-130,3.35,35.79721506948529
1936,149,-130,3.66,35.79721506948529
1937,147,-145,19.51,40.28404713362475
1938,150,-156,7.32,35.409958137551016
1939,146,-208,7.62,7.022222228379021
1940,147,-211,16.76,123.08437895531836
1941,149,-216,10.67,13.331057146786792
1942,146,-215,22.86,0.13907201907876002
1943,149,-219,1.22,39.360928309199586
1944,148,-230,18.29,21.844315179368383
1945,148,-235,6.71,0.0022727966659899517
1946,149,-270,7.22,25.674636936881747
1947,150,-283,1.27,13.768490881239913
1948,149,-283,6.1,13.314195748453438
1949,147,-300,9.14,0.5261197639070657
1950,148,-304,4.48,28.79282487944382
1951,148,-304,5.82,28.79282487944382
1952,150,-313,9.14,31.50703353447363
1953,150,-318,18.68,66.50685826247671
1954,150,-342,15.34,12.29240391891922
1955,147,-341,15.03,13.429576131413818
1956,149,-344,19.16,21.290269413873432
1957,148,-343,20.33,27.276106895033394
1958,147,-347,18.22,31.162369422432995
1959,148,-348,9.17,13.738676032688206
1960,147,-349,15.85,12.583829407571397
1961,147,-144,29.26,97.91041315260966
1962,148,-145,6.1,71.25269131727964
1963,150,-164,16.87,0.08927038584331379
1964,150,-164,14.63,0.08927038584331379
1965,147,-209,10.06,20.090215070912198
1966,150,-217,35.88,12.410304810590223
1967,151,-220,9.75,0.3249236050335779
1968,151,-232,10.67,19.617699048021315
1969,148,-251,6.71,0.23991698972585895
1970,147,-266,6.49,0.20870561527160136
1971,150,-279,18.29,45.22722048965054
1972,149,-288,51.82,65.49542440109968
1973,148,-308,3.05,29.274038804802046
1974,147,-307,24.99,0.047265288346964356
1975,148,-308,3.7,29.274038804802046
1976,149,-319,1.52,19.191539856638613
1977,149,-322,9.69,12.00291033656661
1978,150,-322,6.1,0.06072294578846816
1979,148,-324,16.46,0.30886622475574244
1980,148,-331,6.4,8.656839562909951
1981,151,-339,14.02,0.636040670165257
1982,147,-339,12.16,0.657272442097352
1983,151,-342,23.26,17.311233482777546
1984,149,-347,3.42,17.17967071423387
1985,151,-354,6.75,73.63634366784854
1986,152,-133,6.1,63.63796995494278
1987,148,-146,48.77,47.25379974112016
1988,152,-157,8.53,30.647522188042256
1989,150,-160,39.01,93.65152184719814
1990,151,-161,13.72,44.387027836215125
1991,152,-181,20.42,216.06714412738484
1992,149,-216,10.67,13.331057146786792
1993,150,-218,15.24,38.05496851219113
1994,152,-219,7.92,24.524420597608277
1995,151,-233,7.62,0.205225406216403
1996,148,-230,18.29,21.844315179368383
1997,151,-233,8.14,0.205225406216403
1998,152,-268,12.19,45.06959028699633
1999,152,-283,9.14,0.0028565980413560563
2000,148,-283,12.19,13.308597643295416
2001,152,-298,15.24,32.253387952592384
2002,148,-304,7.62,28.79282487944382
2003,151,-306,6.71,0.5166408602921753
2004,151,-308,12.19,0.004126359391915976
2005,151,-319,3.66,33.9895118149972
2006,148,-319,0.33,12.710713863737807
2007,151,-341,13.44,14.771776369919126
2008,152,-339,10.26,0.6115724529609617
2009,150,-340,8.63,0.41182029511589857
2010,149,-133,9.14,35.42605856429591
2011,149,-137,5.49,0.25904895265204225
2012,151,-138,1.83,0.28445797814656293
2013,153,-145,9.14,96.14969480869802
2014,153,-145,20.73,96.14969480869802
2015,152,-152,51.82,89.37957627918613
2016,153,-163,18.29,0.07813886877387549
2017,153,-167,4.57,44.01458624238731
2018,153,-212,54.86,92.28600485442959
2019,152,-233,10.67,0.25909276108034657
2020,153,-280,23.71,13.121855680450212
2021,153,-298,15.24,33.61918411768438
2022,152,-301,12.19,22.18687648827257
2023,153,-299,18.29,18.909055112509794
2024,151,-311,24.38,52.37878610907357
2025,152,-306,4.88,0.0
2026,151,-319,6.1,33.9895118149972
2027,151,-320,9.04,0.08817381816243973
2028,149,-333,9.14,0.11210246845998535
2029,152,-331,11.34,0.20820775326378774
2030,153,-340,19.04,9.901885138268549
2031,151,-343,25.3,22.923015015595848
2032,152,-341,21.17,17.606669353635375
2033,152,-346,5.62,13.426657350614438
2034,152,-354,21.28,29.6579479326128
2035,151,-365,8.15,29.18485974976083
2036,153,-132,21.34,43.11733241972418
2037,153,-150,48.77,70.29901425205257
2038,153,-153,24.08,67.65431434342362
2039,154,-154,45.72,43.543170357651945
2040,152,-156,35.66,19.184251517776307
2041,150,-160,41.22,93.65152184719814
2042,150,-164,15.24,0.08927038584331379
2043,153,-205,18.29,0.0015062679350372288
2044,151,-215,1.59,13.107238440565526
2045,154,-217,37.8,67.98412806467412
2046,153,-226,15.85,42.51889452524796
2047,154,-253,29.6,0.28675436170894186
2048,154,-288,40.36,6.954437498583561
2049,153,-292,3.94,31.775066328758594
2050,150,-331,8.53,0.5076320552308149
2051,150,-331,7.55,0.5076320552308149
2052,154,-342,14.63,0.3263588195449202
2053,151,-342,23.25,17.311233482777546
2054,154,-351,1.34,38.71033267742679
2055,154,-358,4.88,31.987793382025874
2056,154,-106,3.66,13.425028238897625
2057,152,-114,5.15,12.097888213296098
2058,152,-153,16.46,58.0464038386355
2059,154,-155,6.1,34.7271283596653
2060,154,-165,66.14,69.5046525401672
2061,154,-167,3.66,29.02305585667414
2062,153,-214,25.21,37.59083664760876
2063,151,-215,1.52,13.107238440565526
2064,154,-217,34.14,67.98412806467412
2065,153,-218,13.72,32.089896489210716
2066,155,-224,18.29,86.66156499637911
2067,152,-233,17.37,0.25909276108034657
2068,152,-233,9.45,0.25909276108034657
2069,155,-261,7.62,0.24260814951399293
2070,154,-278,4.57,0.1702108977247793
2071,151,-305,6.1,0.0
2072,152,-327,6.71,92.87028754752774
2073,153,-330,9.45,0.5412904588240638
2074,151,-335,8.53,0.0642251327408679
2075,151,-335,20.73,0.0642251327408679
2076,151,-335,11.42,0.0642251327408679
2077,154,-362,12.19,65.30215165596424
2078,151,-365,9.82,29.18485974976083
2079,156,-106,14.63,44.39717010751107
2080,155,-107,5.49,12.386741158695845
2081,154,-111,3.66,0.15939668195359635
2082,153,-122,2.74,0.08387440127923143
2083,156,-143,6.01,122.27229258036313
2084,154,-151,36.58,51.72378814685261
2085,154,-152,54.86,41.579467925432795
2086,153,-163,12.19,0.07813886877387549
2087,154,-167,4.72,29.02305585667414
2088,152,-214,19.93,38.77793354866635
2089,152,-214,21.34,38.77793354866635
2090,153,-217,21.34,60.46360515909999
2091,154,-218,9.14,29.635726797198622
2092,154,-217,30.48,67.98412806467412
2093,154,-226,3.05,9.077492373093847
2094,152,-227,10.36,29.190478069624625
2095,152,-233,24.38,0.25909276108034657
2096,153,-268,9.38,36.060795948313896
2097,154,-277,1.12,12.686913743762544
2098,154,-279,9.14,0.2152681347970663
2099,153,-298,10.67,33.61918411768438
2100,153,-304,18.29,28.66179043103063
2101,154,-316,11.63,21.11803648498638
2102,152,-331,10.97,0.20820775326378774
2103,153,-339,9.14,0.5930195681764237
2104,153,-346,13.72,19.26036914547502
2105,156,-360,1.54,1.8042927748064763
2106,156,-365,7.47,19.230061948891354
2107,156,-366,1.37,8.619144260472034
2108,155,-107,7.92,12.386741158695845
2109,154,-111,7.32,0.15939668195359635
2110,153,-121,4.57,0.3444389881315315
2111,154,-133,7.32,72.77874914572297
2112,157,-132,4.27,0.3570188767736179
2113,157,-135,7.62,0.05909493225138582
2114,155,-153,30.48,22.066517350172766
2115,155,-152,20.73,43.11223777077187
2116,154,-167,4.57,29.02305585667414
2117,155,-217,7.62,49.355497735433296
2118,157,-233,4.79,0.378711554928044
2119,154,-249,19.51,0.04083267886899065
2120,154,-249,23.37,0.04083267886899065
2121,153,-253,2.04,0.43474431990681656
2122,155,-261,12.19,0.24260814951399293
2123,155,-266,13.72,56.849686615585824
2124,155,-269,13.72,0.028261721956357972
2125,157,-271,36.58,59.46937030670278
2126,153,-276,6.21,82.17838308937901
2127,155,-283,7.62,27.33163414391834
2128,153,-282,10.45,15.514609894644927
2129,157,-321,30.48,39.46842474700173
2130,154,-322,8.31,0.0818898275998259
2131,156,-331,3.97,0.03156594109120848
2132,153,-343,12.31,21.25150238923441
2133,156,-340,17.8,0.6267981901619378
2134,155,-344,2.95,12.37639605464166
2135,153,-342,24.78,19.031358343897203
2136,156,-359,7.01,12.716753731501795
2137,156,-358,4.88,68.78951991492089
2138,155,-360,25.6,13.876861665065546
2139,158,-145,6.1,18.79919724170924
2140,155,-197,32.83,81.4928669770262
2141,156,-215,41.15,49.92270081125525
2142,157,-216,13.72,14.7633217851604
2143,155,-225,3.05,30.030670839338395
2144,156,-231,2.12,16.799815375928343
2145,156,-239,6.1,0.19227212270525093
2146,156,-243,14.69,28.832150744839158
2147,155,-255,3.79,0.22994650808810982
2148,158,-278,7.62,21.6344318547237
2149,154,-279,9.1,0.2152681347970663
2150,157,-291,15.67,30.49172981845031
2151,155,-289,10.67,27.246259392392343
2152,155,-295,12.37,25.045357710195432
2153,155,-295,10.67,25.045357710195432
2154,158,-298,12.19,38.8796101202621
2155,156,-302,9.14,38.720743504381026
2156,155,-332,9.88,0.04055601521798476
2157,157,-339,9.21,0.6334899906635244
2158,156,-340,40.79,0.6267981901619378
2159,158,-341,2.44,0.31604893073668827
2160,156,-359,8.33,12.716753731501795
2161,154,-365,3.05,48.354986985179956
2162,158,-143,12.8,39.8729528446293
2163,159,-169,1.83,0.08377345653041854
2164,157,-188,11.16,15.695824838345382
2165,157,-213,24.38,57.46723058733465
2166,155,-218,3.05,20.076005183204266
2167,157,-231,6.1,13.590836470195773
2168,156,-239,8.23,0.19227212270525093
2169,155,-244,7.47,23.575099084629972
2170,157,-252,9.14,0.25954519842034857
2171,159,-266,9.14,20.114110833232235
2172,158,-274,16.89,0.2304302951017736
2173,155,-285,9.14,0.003040202039030955
2174,157,-289,18.29,0.21610312122662198
2175,158,-288,4.92,0.03318714215438021
2176,157,-294,4.57,19.673461382796624
2177,156,-316,1.38,14.270795375075087
2178,155,-332,14.09,0.04055601521798476
2179,159,-329,5.76,0.03537861845531422
2180,155,-332,10.68,0.04055601521798476
2181,159,-336,17.07,0.6385890717298245
2182,155,-358,10.97,47.50670629597341
2183,155,-360,24.38,13.876861665065546
2184,158,-365,4.27,0.5209843788488245
2185,159,-109,1.22,49.066108029436286
2186,157,-132,9.15,0.3570188767736179
2187,158,-134,8.84,0.07734277985849955
2188,156,-138,36.58,0.26549330187806747
2189,159,-135,4.57,0.3170861655557131
2190,159,-145,2.33,0.25815736319770066
2191,159,-144,12.19,0.22669840454051118
2192,159,-157,16.76,38.789102300228286
2193,157,-188,7.62,15.695824838345382
2194,159,-216,9.14,44.74973505888274
2195,160,-216,2.44,30.02486196613972
2196,160,-224,11.58,0.43122706509118414
2197,160,-230,12.19,21.682081022964717
2198,160,-230,9.14,21.682081022964717
2199,158,-232,5.18,4.978776634096515
2200,156,-239,9.14,0.19227212270525093
2201,156,-243,15.01,28.832150744839158
2202,156,-247,7.62,0.5023888827767736
2203,160,-261,15.7,0.01220105408573478
2204,159,-257,12.82,17.275184327265592
2205,158,-266,23.34,31.93947732685418
2206,159,-265,18.29,33.17771634750498
2207,160,-273,18.29,0.042524819838865476
2208,158,-278,7.62,21.6344318547237
2209,159,-291,9.14,41.89333037061076
2210,157,-310,9.14,19.945205777826576
2211,156,-310,12.19,39.022676770876394
2212,160,-324,14.37,51.9110263935434
2213,160,-331,9.92,0.9065297985551889
2214,160,-338,14.43,19.207784619375
2215,160,-338,14.61,19.207784619375
2216,157,-350,12.8,29.991398794749074
2217,160,-359,12.74,39.19955928348804
2218,156,-358,5.06,68.78951991492089
2219,159,-360,2.13,18.79710728857796
2220,158,-365,4.11,0.5209843788488245
2221,157,-363,3.05,0.22104069397017342
2222,156,-366,0.61,8.619144260472034
2223,158,-368,4.27,0.16854766713378674
2224,159,-109,1.83,49.066108029436286
2225,157,-132,4.51,0.3570188767736179
2226,158,-134,10.67,0.07734277985849955
2227,158,-134,5.2,0.07734277985849955
2228,159,-145,2.74,0.25815736319770066
2229,159,-144,4.61,0.22669840454051118
2230,159,-156,28.53,81.30007564094973
2231,158,-160,24.38,0.09156103711503093
2232,157,-189,3.63,12.75013907973192
2233,161,-200,6.1,12.70977133418514
2234,159,-216,10.67,44.74973505888274
2235,160,-216,3.05,30.02486196613972
2236,161,-229,12.19,49.52974606376809
2237,160,-229,18.29,33.638072981066074
2238,160,-232,3.66,2.50830298487894
2239,161,-240,3.78,7.937221941758058
2240,161,-267,15.24,19.588250042349557
2241,158,-279,6.1,9.103352315026203
2242,161,-286,30.48,0.45249824660875604
2243,158,-279,5.78,9.103352315026203
2244,160,-282,7.62,20.852785696853868
2245,157,-293,27.43,15.681476526591053
2246,158,-306,24.18,19.790207596097893
2247,161,-324,14.71,43.92915327346933
2248,159,-335,10.68,0.5761060721387266
2249,160,-336,15.54,13.279671159068478
2250,159,-337,19.15,15.854710643750655
2251,160,-100,2.44,22.634646719544826
2252,158,-109,3.05,30.176865705768872
2253,158,-134,4.57,0.07734277985849955
2254,158,-141,73.77,37.924540821761894
2255,158,-144,24.99,13.609326677894387
2256,160,-159,4.57,0.027154226002747354
2257,160,-214,39.62,89.95886458246696
2258,160,-214,39.62,89.95886458246696
2259,159,-216,12.19,44.74973505888274
2260,159,-216,8.23,44.74973505888274
2261,162,-223,6.71,0.4112897936974373
2262,159,-232,4.88,4.612709833711851
2263,159,-232,4.66,4.612709833711851
2264,161,-246,5.18,0.32940490957602775
2265,159,-293,6.1,13.049089224004316
2266,159,-293,4.57,13.049089224004316
2267,161,-296,19.81,0.3910660019945845
2268,161,-304,15.03,63.7753404702284
2269,161,-326,4.22,6.530863412684124
2270,158,-335,9.36,0.5797029225737191
2271,162,-336,13.16,0.4211201270286816
2272,159,-336,18.72,0.6385890717298245
2273,160,-339,9.87,16.50327966874268
2274,161,-338,11.55,19.07818317649305
2275,161,-337,29.87,17.037951090918252
2276,158,-339,10.17,16.076891717465617
2277,161,-342,7.17,0.06651856927143507
2278,158,-348,7.32,33.78770058266799
2279,162,-357,3.47,32.16257308541889
2280,162,-56,9.14,24.577801912714513
2281,160,-54,15.24,0.0
2282,159,-98,19.39,30.420845099170023
2283,163,-119,1.52,16.600861665215135
2284,161,-130,5.49,3.6673161551345745
2285,163,-137,7.19,60.55940645445051
2286,162,-136,21.95,14.222489894849817
2287,162,-156,10.67,20.08993270509016
2288,163,-155,41.45,57.03049243937571
2289,162,-156,11.58,20.08993270509016
2290,159,-189,5.49,72.95489756572609
2291,163,-216,17.37,0.12305363582057476
2292,159,-235,15.24,1.8681953470601478
2293,163,-237,12.44,0.4842501355515714
2294,160,-253,11.05,5.116805017920611
2295,160,-255,15.66,30.9776678871739
2296,160,-261,18.29,0.01220105408573478
2297,161,-261,12.19,0.012030011778629732
2298,162,-281,27.43,38.46450465880804
2299,163,-281,5.97,29.579104013540032
2300,159,-306,4.57,12.170819106198891
2301,159,-313,18.29,29.899520321551126
2302,162,-315,10.67,0.0663366106724445
2303,160,-313,22.31,20.487468599399303
2304,162,-325,9.14,12.457450614179027
2305,159,-325,8.61,29.52823884785424
2306,160,-329,11.37,0.029791537786637963
2307,160,-334,9.55,0.5502202793140821
2308,159,-335,10.67,0.5761060721387266
2309,159,-339,11.18,19.76055243733814
2310,159,-339,11.01,19.76055243733814
2311,159,-343,14.36,0.3298169400218479
2312,159,-340,5.75,14.344171241365148
2313,163,-358,5.18,12.844892059499674
2314,160,-54,14.94,0.0
2315,164,-57,11.89,90.98511944769892
2316,161,-96,12.19,86.95776545681261
2317,164,-102,3.66,15.668711929742749
2318,160,-100,0.3,22.634646719544826
2319,164,-132,6.04,13.934920924210019
2320,163,-137,5.79,60.55940645445051
2321,162,-137,4.08,30.46287782999863
2322,163,-137,8.23,60.55940645445051
2323,163,-159,14.33,0.4167041498538656
2324,160,-224,10.97,0.43122706509118414
2325,162,-221,0.0,0.36274397585774754
2326,160,-227,50.29,54.92638652502365
2327,161,-233,0.91,0.3737319838900945
2328,163,-229,19.81,67.08492071686248
2329,163,-243,16.08,0.5338706110169154
2330,162,-243,2.58,0.20242740484566243
2331,163,-243,16.5,0.5338706110169154
2332,163,-243,12.19,0.5338706110169154
2333,163,-252,25.3,101.03995982908434
2334,164,-253,12.19,68.44542963675467
2335,161,-263,13.66,21.807284470380647
2336,162,-272,1.52,0.060013826770892335
2337,161,-290,7.98,30.714552154933614
2338,164,-294,6.13,18.810685147784774
2339,160,-309,7.62,29.643883788384738
2340,161,-317,13.31,14.549208828682357
2341,162,-315,10.67,0.0663366106724445
2342,160,-329,11.54,0.029791537786637963
2343,160,-331,9.27,0.9065297985551889
2344,160,-334,7.34,0.5502202793140821
2345,160,-334,7.7,0.5502202793140821
2346,162,-337,14.11,12.97960063903311
2347,160,-343,14.63,0.18812881716826366
2348,164,-358,4.57,9.624910263636282
2349,164,-102,3.66,15.668711929742749
2350,165,-133,23.32,73.16562500996706
2351,164,-134,32.92,0.29921596634577546
2352,162,-148,37.8,29.99185519678131
2353,163,-148,7.71,0.0
2354,164,-155,20.73,49.567404453338554
2355,162,-155,15.54,40.8300371132221
2356,162,-156,10.67,20.08993270509016
2357,164,-165,11.61,65.65487864045565
2358,162,-166,6.1,29.921286828815607
2359,162,-216,4.57,34.32313044741847
2360,161,-216,6.1,32.29530800582679
2361,162,-217,3.05,13.994665823364459
2362,162,-223,7.22,0.4112897936974373
2363,165,-227,33.53,70.52902868049654
2364,164,-230,8.53,20.91178951408992
2365,164,-235,13.72,0.5193958236761661
2366,163,-239,4.73,0.36466664905054075
2367,165,-242,4.57,0.4850654073623937
2368,164,-279,13.69,16.67559517735073
2369,163,-307,7.32,22.20128777864988
2370,162,-326,8.86,5.962166487321816
2371,163,-336,17.52,0.5290312017693058
2372,165,-335,14.53,12.524729110858035
2373,164,-338,4.07,15.193306526665284
2374,164,-349,13.72,16.44123847291062
2375,164,-358,3.99,9.624910263636282
2376,162,-109,7.01,0.059450011653600275
2377,164,-127,7.62,27.043464950480406
2378,164,-137,19.81,68.50484725942587
2379,162,-136,29.57,14.222489894849817
2380,164,-138,47.24,40.344399517761936
2381,165,-138,37.49,105.28293469199356
2382,163,-148,5.03,0.0
2383,166,-148,7.01,63.675353626578506
2384,164,-157,3.05,0.006605941026413353
2385,164,-165,9.14,65.65487864045565
2386,165,-209,7.21,13.028692026042675
2387,165,-209,6.1,13.028692026042675
2388,163,-224,21.34,29.652882089718666
2389,162,-222,4.27,0.03510978799187469
2390,165,-240,7.78,0.5741407530283831
2391,163,-239,4.51,0.36466664905054075
2392,163,-245,5.37,5.53131213100066
2393,166,-247,1.75,0.49382688574428807
2394,164,-253,13.72,68.44542963675467
2395,164,-253,12.19,68.44542963675467
2396,162,-256,17.98,0.3699783149205033
2397,163,-261,7.62,35.6797401036359
2398,163,-265,8.5,0.009538177899639202
2399,162,-282,15.24,21.582277986912114
2400,165,-278,12.19,18.870669539179687
2401,164,-286,2.13,5.048405316354493
2402,165,-290,59.44,37.058759222213354
2403,165,-288,13.06,0.01242805141058179
2404,165,-288,11.58,0.01242805141058179
2405,165,-296,10.67,0.024908473801101904
2406,163,-300,24.38,0.2732875692993663
2407,164,-305,4.57,21.34963993421284
2408,165,-301,15.24,0.0
2409,166,-308,4.98,29.059955528903696
2410,162,-316,8.11,0.41091528454359494
2411,162,-316,8.98,0.41091528454359494
2412,166,-319,22.52,33.4936922934482
2413,166,-328,4.86,0.2797667449083988
2414,162,-334,5.53,0.4851249949950002
2415,166,-335,14.33,16.431026587825116
2416,165,-340,7.32,0.06652674628095315
2417,164,-350,5.33,11.83084610353408
2418,166,-354,3.35,0.5119133355493397
2419,165,-50,23.77,17.97556485735875
2420,164,-49,13.99,0.0
2421,167,-68,4.36,0.12688002068894258
2422,166,-90,9.45,33.28555539308761
