,x_loc,y_loc
56285,33.0,139.0
56286,33.0,139.0
56287,33.0,139.0
56288,33.0,139.0
56289,33.0,139.0
56290,33.0,139.0
56291,33.0,140.0
56292,33.0,140.0
56293,33.0,140.0
56294,33.0,140.0
56295,33.0,140.0
56296,33.0,140.0
56297,33.0,140.0
56298,33.0,140.0
56299,33.0,140.0
56300,33.0,140.0
56301,33.0,140.0
56302,33.0,141.0
56303,33.0,141.0
56304,33.0,141.0
56305,33.0,141.0
56306,33.0,141.0
56307,33.0,141.0
56308,33.0,141.0
56309,33.0,141.0
56310,33.0,141.0
56311,33.0,141.0
56312,33.0,142.0
56313,32.0,142.0
56314,32.0,142.0
56315,32.0,142.0
56316,32.0,142.0
56317,32.0,142.0
56318,32.0,142.0
56319,32.0,142.0
56320,32.0,142.0
56321,32.0,142.0
56322,32.0,142.0
56323,32.0,143.0
56324,32.0,143.0
56325,32.0,143.0
56326,32.0,143.0
56327,32.0,143.0
56328,32.0,143.0
56329,32.0,143.0
56330,32.0,143.0
56331,32.0,143.0
56332,32.0,143.0
56333,32.0,144.0
56334,32.0,144.0
56335,32.0,144.0
56336,32.0,144.0
56337,32.0,144.0
56338,32.0,144.0
56339,32.0,144.0
56340,32.0,144.0
56341,32.0,144.0
56342,32.0,144.0
56343,32.0,144.0
56344,32.0,145.0
56345,32.0,145.0
56346,32.0,145.0
56347,32.0,145.0
56348,32.0,145.0
56349,32.0,145.0
56350,32.0,145.0
56351,32.0,145.0
56352,32.0,145.0
56353,32.0,145.0
56354,32.0,145.0
56355,32.0,146.0
56356,32.0,146.0
56357,32.0,146.0
56358,32.0,146.0
56359,32.0,146.0
56360,32.0,146.0
56361,32.0,146.0
56362,32.0,146.0
56363,32.0,146.0
56364,32.0,146.0
56365,32.0,147.0
56366,32.0,147.0
56367,31.0,147.0
56368,31.0,147.0
56369,31.0,147.0
56370,31.0,147.0
56371,31.0,147.0
56372,31.0,147.0
56373,31.0,147.0
56374,31.0,147.0
56375,31.0,147.0
56376,31.0,148.0
56377,31.0,148.0
56378,31.0,148.0
56379,31.0,148.0
56380,31.0,148.0
56381,31.0,148.0
56382,31.0,148.0
56383,31.0,148.0
56384,31.0,148.0
56385,31.0,148.0
56386,31.0,148.0
56387,31.0,149.0
56388,31.0,149.0
56389,31.0,149.0
56390,31.0,149.0
56391,31.0,149.0
56392,31.0,149.0
56393,31.0,149.0
56394,31.0,149.0
56395,31.0,149.0
56396,31.0,149.0
56397,31.0,149.0
56398,31.0,150.0
56399,31.0,150.0
56400,31.0,150.0
56401,31.0,150.0
56402,31.0,150.0
56403,31.0,150.0
56404,31.0,150.0
56405,31.0,150.0
56406,31.0,150.0
56407,31.0,150.0
56408,31.0,151.0
56409,31.0,151.0
56410,31.0,151.0
56411,31.0,151.0
56412,31.0,151.0
56413,31.0,151.0
56414,31.0,151.0
56415,31.0,151.0
56416,31.0,151.0
56417,31.0,151.0
56418,31.0,151.0
56419,31.0,152.0
56420,30.0,152.0
56421,30.0,152.0
56422,30.0,152.0
56423,30.0,152.0
56424,30.0,152.0
56425,30.0,152.0
56426,30.0,152.0
56427,30.0,152.0
56428,30.0,152.0
56429,30.0,152.0
56430,30.0,153.0
56431,30.0,153.0
56432,30.0,153.0
56433,30.0,153.0
56434,30.0,153.0
56435,30.0,153.0
56436,30.0,153.0
56437,30.0,153.0
56438,30.0,153.0
56439,30.0,153.0
56440,30.0,154.0
56441,30.0,154.0
56442,30.0,154.0
56443,30.0,154.0
56444,30.0,154.0
56445,30.0,154.0
56446,30.0,154.0
56447,30.0,154.0
56448,30.0,154.0
56449,30.0,154.0
56450,30.0,154.0
56451,30.0,155.0
56452,30.0,155.0
56453,30.0,155.0
56454,30.0,155.0
56455,30.0,155.0
56456,30.0,155.0
56457,30.0,155.0
56458,30.0,155.0
56459,30.0,155.0
56460,30.0,155.0
56461,30.0,155.0
56462,30.0,156.0
56463,30.0,156.0
56464,30.0,156.0
56465,30.0,156.0
56466,30.0,156.0
56467,30.0,156.0
56468,30.0,156.0
56469,30.0,156.0
56470,30.0,156.0
56471,29.0,156.0
56472,29.0,156.0
56473,29.0,157.0
56474,29.0,157.0
56475,29.0,157.0
56476,29.0,157.0
56477,29.0,157.0
56478,29.0,157.0
56479,29.0,157.0
56480,29.0,157.0
56481,29.0,157.0
56482,29.0,157.0
56483,29.0,158.0
56484,29.0,158.0
56485,29.0,158.0
56486,29.0,158.0
56487,29.0,158.0
56488,29.0,158.0
56489,29.0,158.0
56490,29.0,158.0
56491,29.0,158.0
56492,29.0,158.0
56493,29.0,158.0
56494,29.0,159.0
56495,29.0,159.0
56496,29.0,159.0
56497,29.0,159.0
56498,29.0,159.0
56499,29.0,159.0
56500,29.0,159.0
56501,29.0,159.0
56502,29.0,159.0
56503,29.0,159.0
56504,29.0,159.0
56505,29.0,160.0
56506,29.0,160.0
56507,29.0,160.0
56508,29.0,160.0
56509,29.0,160.0
56510,29.0,160.0
56511,29.0,160.0
56512,29.0,160.0
56513,29.0,160.0
56514,29.0,160.0
56515,29.0,160.0
56516,29.0,161.0
56517,29.0,161.0
56518,29.0,161.0
56519,29.0,161.0
56520,29.0,161.0
56521,28.0,161.0
56522,28.0,161.0
56523,28.0,161.0
56524,28.0,161.0
56525,28.0,161.0
56526,28.0,161.0
56527,28.0,162.0
56528,28.0,162.0
56529,28.0,162.0
56530,28.0,162.0
56531,28.0,162.0
56532,28.0,162.0
56533,28.0,162.0
56534,28.0,162.0
56535,28.0,162.0
56536,28.0,162.0
56537,28.0,163.0
56538,28.0,163.0
56539,28.0,163.0
56540,28.0,163.0
56541,28.0,163.0
56542,28.0,163.0
56543,28.0,163.0
56544,28.0,163.0
56545,28.0,163.0
56546,28.0,163.0
56547,28.0,163.0
56548,28.0,164.0
56549,28.0,164.0
56550,28.0,164.0
56551,28.0,164.0
56552,28.0,164.0
56553,28.0,164.0
56554,28.0,164.0
56555,28.0,164.0
56556,28.0,164.0
56557,28.0,164.0
56558,28.0,164.0
56559,28.0,165.0
56560,28.0,165.0
56561,28.0,165.0
56562,28.0,165.0
56563,28.0,165.0
56564,28.0,165.0
56565,28.0,165.0
56566,28.0,165.0
56567,28.0,165.0
56568,28.0,165.0
56569,28.0,165.0
56570,27.0,166.0
56571,27.0,166.0
56572,27.0,166.0
56573,27.0,166.0
56574,27.0,166.0
56575,27.0,166.0
56576,35.0,127.0
56577,35.0,127.0
56578,35.0,127.0
56579,35.0,127.0
56580,35.0,128.0
56581,35.0,128.0
56582,35.0,128.0
56583,35.0,128.0
56584,35.0,128.0
56585,35.0,128.0
56586,35.0,128.0
56587,35.0,128.0
56588,35.0,128.0
56589,35.0,128.0
56590,35.0,129.0
56591,35.0,129.0
56592,35.0,129.0
56593,35.0,129.0
56594,35.0,129.0
56595,35.0,129.0
56596,35.0,129.0
56597,35.0,129.0
56598,35.0,129.0
56599,35.0,129.0
56600,35.0,129.0
56601,35.0,130.0
56602,35.0,130.0
56603,35.0,130.0
56604,35.0,130.0
56605,35.0,130.0
56606,35.0,130.0
56607,35.0,130.0
56608,35.0,130.0
56609,35.0,130.0
56610,35.0,130.0
56611,35.0,130.0
56612,35.0,131.0
56613,35.0,131.0
56614,35.0,131.0
56615,35.0,131.0
56616,35.0,131.0
56617,35.0,131.0
56618,35.0,131.0
56619,34.0,131.0
56620,34.0,131.0
56621,34.0,131.0
56622,34.0,132.0
56623,34.0,132.0
56624,34.0,132.0
56625,34.0,132.0
56626,34.0,132.0
56627,34.0,132.0
56628,34.0,132.0
56629,34.0,132.0
56630,34.0,132.0
56631,34.0,132.0
56632,34.0,132.0
56633,34.0,133.0
56634,34.0,133.0
56635,34.0,133.0
56636,34.0,133.0
56637,34.0,133.0
56638,34.0,133.0
56639,34.0,133.0
56640,34.0,133.0
56641,34.0,133.0
56642,34.0,133.0
56643,34.0,134.0
56644,34.0,134.0
56645,34.0,134.0
56646,34.0,134.0
56647,34.0,134.0
56648,34.0,134.0
56649,34.0,134.0
56650,34.0,134.0
56651,34.0,134.0
56652,34.0,134.0
56653,34.0,134.0
56654,34.0,135.0
56655,34.0,135.0
56656,34.0,135.0
56657,34.0,135.0
56658,34.0,135.0
56659,34.0,135.0
56660,34.0,135.0
56661,34.0,135.0
56662,34.0,135.0
56663,34.0,135.0
56664,34.0,136.0
56665,34.0,136.0
56666,34.0,136.0
56667,34.0,136.0
56668,34.0,136.0
56669,34.0,136.0
56670,34.0,136.0
56671,34.0,136.0
56672,34.0,136.0
56673,34.0,136.0
56674,34.0,136.0
56675,34.0,137.0
56676,34.0,137.0
56677,33.0,137.0
56678,33.0,137.0
56679,33.0,137.0
56680,33.0,137.0
56681,33.0,137.0
56682,33.0,137.0
56683,33.0,137.0
56684,33.0,137.0
56685,33.0,137.0
56686,33.0,138.0
56687,33.0,138.0
56688,33.0,138.0
56689,33.0,138.0
56690,33.0,138.0
56691,33.0,138.0
56692,33.0,138.0
56693,33.0,138.0
56694,33.0,138.0
56695,33.0,138.0
56696,33.0,139.0
56697,33.0,139.0
56698,33.0,139.0
56699,33.0,139.0
56700,33.0,139.0
56701,33.0,139.0
56702,33.0,139.0
56703,33.0,139.0
56704,33.0,139.0
56705,33.0,139.0
56706,33.0,139.0
56707,33.0,140.0
56708,33.0,140.0
56709,33.0,140.0
56710,33.0,140.0
56711,33.0,140.0
56712,33.0,140.0
56713,33.0,140.0
56714,33.0,140.0
56715,33.0,140.0
56716,33.0,140.0
56717,33.0,141.0
56718,33.0,141.0
56719,33.0,141.0
56720,33.0,141.0
56721,33.0,141.0
56722,33.0,141.0
56723,33.0,141.0
56724,33.0,141.0
56725,33.0,141.0
56726,33.0,141.0
56727,33.0,141.0
56728,33.0,142.0
56729,33.0,142.0
56730,33.0,142.0
56731,33.0,142.0
56732,33.0,142.0
56733,32.0,142.0
56734,32.0,142.0
56735,32.0,142.0
56736,32.0,142.0
56737,32.0,142.0
56738,32.0,142.0
56739,32.0,143.0
56740,32.0,143.0
56741,32.0,143.0
56742,32.0,143.0
56743,32.0,143.0
56744,32.0,143.0
56745,32.0,143.0
56746,32.0,143.0
56747,32.0,143.0
56748,32.0,143.0
56749,32.0,144.0
56750,32.0,144.0
56751,32.0,144.0
56752,32.0,144.0
56753,32.0,144.0
56754,32.0,144.0
56755,32.0,144.0
56756,32.0,144.0
56757,32.0,144.0
56758,32.0,144.0
56759,32.0,144.0
56760,32.0,145.0
56761,32.0,145.0
56762,32.0,145.0
56763,32.0,145.0
56764,32.0,145.0
56765,32.0,145.0
56766,32.0,145.0
56767,32.0,145.0
56768,32.0,145.0
56769,32.0,145.0
56770,32.0,145.0
56771,32.0,146.0
56772,32.0,146.0
56773,32.0,146.0
56774,32.0,146.0
56775,32.0,146.0
56776,32.0,146.0
56777,32.0,146.0
56778,32.0,146.0
56779,32.0,146.0
56780,32.0,146.0
56781,32.0,147.0
56782,32.0,147.0
56783,32.0,147.0
56784,32.0,147.0
56785,32.0,147.0
56786,32.0,147.0
56787,31.0,147.0
56788,31.0,147.0
56789,31.0,147.0
56790,31.0,147.0
56791,31.0,147.0
56792,31.0,148.0
56793,31.0,148.0
56794,31.0,148.0
56795,31.0,148.0
56796,31.0,148.0
56797,31.0,148.0
56798,31.0,148.0
56799,31.0,148.0
56800,31.0,148.0
56801,31.0,148.0
56802,31.0,148.0
56803,31.0,149.0
56804,31.0,149.0
56805,31.0,149.0
56806,31.0,149.0
56807,31.0,149.0
56808,31.0,149.0
56809,31.0,149.0
56810,31.0,149.0
56811,31.0,149.0
56812,31.0,149.0
56813,31.0,150.0
56814,31.0,150.0
56815,31.0,150.0
56816,31.0,150.0
56817,31.0,150.0
56818,31.0,150.0
56819,31.0,150.0
56820,31.0,150.0
56821,31.0,150.0
56822,31.0,150.0
56823,31.0,150.0
56824,31.0,151.0
56825,31.0,151.0
56826,31.0,151.0
56827,31.0,151.0
56828,31.0,151.0
56829,31.0,151.0
56830,31.0,151.0
56831,31.0,151.0
56832,31.0,151.0
56833,31.0,151.0
56834,31.0,151.0
56835,31.0,152.0
56836,31.0,152.0
56837,31.0,152.0
56838,31.0,152.0
56839,31.0,152.0
56840,30.0,152.0
56841,30.0,152.0
56842,30.0,152.0
56843,30.0,152.0
56844,30.0,152.0
56845,30.0,153.0
56846,30.0,153.0
56847,30.0,153.0
56848,30.0,153.0
56849,30.0,153.0
56850,30.0,153.0
56851,30.0,153.0
56852,30.0,153.0
56853,30.0,153.0
56854,30.0,153.0
56855,30.0,153.0
56856,30.0,154.0
56857,30.0,154.0
56858,30.0,154.0
56859,30.0,154.0
56860,30.0,154.0
56861,30.0,154.0
56862,30.0,154.0
56863,30.0,154.0
56864,30.0,154.0
56865,30.0,154.0
56866,30.0,154.0
56867,30.0,155.0
56868,30.0,155.0
56869,30.0,155.0
56870,30.0,155.0
56871,30.0,155.0
56872,30.0,155.0
56873,30.0,155.0
56874,30.0,155.0
56875,30.0,155.0
56876,30.0,155.0
56877,30.0,155.0
56878,30.0,156.0
56879,30.0,156.0
56880,30.0,156.0
56881,30.0,156.0
56882,30.0,156.0
56883,30.0,156.0
56884,30.0,156.0
56885,30.0,156.0
56886,30.0,156.0
56887,30.0,156.0
56888,30.0,157.0
56889,30.0,157.0
56890,30.0,157.0
56891,29.0,157.0
56892,29.0,157.0
56893,29.0,157.0
56894,29.0,157.0
56895,29.0,157.0
56896,29.0,157.0
56897,29.0,157.0
56898,29.0,157.0
56899,29.0,158.0
56900,29.0,158.0
56901,29.0,158.0
56902,29.0,158.0
56903,29.0,158.0
56904,29.0,158.0
56905,29.0,158.0
56906,29.0,158.0
56907,29.0,158.0
56908,29.0,158.0
56909,29.0,158.0
56910,29.0,159.0
56911,29.0,159.0
56912,29.0,159.0
56913,29.0,159.0
56914,29.0,159.0
56915,29.0,159.0
56916,29.0,159.0
56917,29.0,159.0
56918,29.0,159.0
56919,29.0,159.0
56920,29.0,159.0
56921,29.0,160.0
56922,29.0,160.0
56923,29.0,160.0
56924,29.0,160.0
56925,29.0,160.0
56926,29.0,160.0
56927,29.0,160.0
56928,29.0,160.0
56929,29.0,160.0
56930,29.0,160.0
56931,29.0,161.0
56932,29.0,161.0
56933,29.0,161.0
56934,29.0,161.0
56935,29.0,161.0
56936,29.0,161.0
56937,29.0,161.0
56938,29.0,161.0
56939,29.0,161.0
56940,29.0,161.0
56941,28.0,161.0
56942,28.0,162.0
56943,28.0,162.0
56944,28.0,162.0
56945,28.0,162.0
56946,28.0,162.0
56947,28.0,162.0
56948,28.0,162.0
56949,28.0,162.0
56950,28.0,162.0
56951,28.0,162.0
56952,28.0,162.0
56953,28.0,163.0
56954,28.0,163.0
56955,28.0,163.0
56956,28.0,163.0
56957,28.0,163.0
56958,28.0,163.0
56959,28.0,163.0
56960,28.0,163.0
56961,28.0,163.0
56962,28.0,163.0
56963,28.0,163.0
56964,28.0,164.0
56965,28.0,164.0
56966,28.0,164.0
56967,28.0,164.0
56968,28.0,164.0
56969,28.0,164.0
56970,28.0,164.0
56971,28.0,164.0
56972,28.0,164.0
56973,28.0,164.0
56974,28.0,164.0
56975,28.0,165.0
56976,28.0,165.0
56977,28.0,165.0
56978,28.0,165.0
56979,28.0,165.0
56980,28.0,165.0
56981,28.0,165.0
56982,28.0,165.0
56983,28.0,165.0
56984,28.0,165.0
56985,28.0,165.0
56986,28.0,166.0
56987,28.0,166.0
56988,28.0,166.0
56989,27.0,166.0
56990,27.0,166.0
56991,27.0,166.0
56992,35.0,127.0
56993,35.0,127.0
56994,35.0,127.0
56995,35.0,127.0
56996,35.0,128.0
56997,35.0,128.0
56998,35.0,128.0
56999,35.0,128.0
57000,35.0,128.0
57001,35.0,128.0
57002,35.0,128.0
57003,35.0,128.0
57004,35.0,128.0
57005,35.0,128.0
57006,35.0,129.0
57007,35.0,129.0
57008,35.0,129.0
57009,35.0,129.0
57010,35.0,129.0
57011,35.0,129.0
57012,35.0,129.0
57013,35.0,129.0
57014,35.0,129.0
57015,35.0,129.0
57016,35.0,129.0
57017,35.0,130.0
57018,35.0,130.0
57019,35.0,130.0
57020,35.0,130.0
57021,35.0,130.0
57022,35.0,130.0
57023,35.0,130.0
57024,35.0,130.0
57025,35.0,130.0
57026,35.0,130.0
57027,35.0,131.0
57028,35.0,131.0
57029,35.0,131.0
57030,35.0,131.0
57031,35.0,131.0
57032,35.0,131.0
57033,35.0,131.0
57034,35.0,131.0
57035,35.0,131.0
57036,35.0,131.0
57037,35.0,131.0
57038,35.0,132.0
57039,34.0,132.0
57040,34.0,132.0
57041,34.0,132.0
57042,34.0,132.0
57043,34.0,132.0
57044,34.0,132.0
57045,34.0,132.0
57046,34.0,132.0
57047,34.0,132.0
57048,34.0,133.0
57049,34.0,133.0
57050,34.0,133.0
57051,34.0,133.0
57052,34.0,133.0
57053,34.0,133.0
57054,34.0,133.0
57055,34.0,133.0
57056,34.0,133.0
57057,34.0,133.0
57058,34.0,133.0
57059,34.0,134.0
57060,34.0,134.0
57061,34.0,134.0
57062,34.0,134.0
57063,34.0,134.0
57064,34.0,134.0
57065,34.0,134.0
57066,34.0,134.0
57067,34.0,134.0
57068,34.0,134.0
57069,34.0,134.0
57070,34.0,135.0
57071,34.0,135.0
57072,34.0,135.0
57073,34.0,135.0
57074,34.0,135.0
57075,34.0,135.0
57076,34.0,135.0
57077,34.0,135.0
57078,34.0,135.0
57079,34.0,135.0
57080,34.0,136.0
57081,34.0,136.0
57082,34.0,136.0
57083,34.0,136.0
57084,34.0,136.0
57085,34.0,136.0
57086,34.0,136.0
57087,34.0,136.0
57088,34.0,136.0
57089,34.0,136.0
57090,34.0,136.0
57091,34.0,137.0
57092,34.0,137.0
57093,34.0,137.0
57094,34.0,137.0
57095,34.0,137.0
57096,34.0,137.0
57097,33.0,137.0
57098,33.0,137.0
57099,33.0,137.0
57100,33.0,137.0
57101,33.0,138.0
57102,33.0,138.0
57103,33.0,138.0
57104,33.0,138.0
57105,33.0,138.0
57106,33.0,138.0
57107,33.0,138.0
57108,33.0,138.0
57109,33.0,138.0
57110,33.0,138.0
57111,33.0,138.0
57112,33.0,139.0
57113,33.0,139.0
57114,33.0,139.0
57115,33.0,139.0
57116,33.0,139.0
57117,33.0,139.0
57118,33.0,139.0
57119,33.0,139.0
57120,33.0,139.0
57121,33.0,139.0
57122,33.0,140.0
57123,33.0,140.0
57124,33.0,140.0
57125,33.0,140.0
57126,33.0,140.0
57127,33.0,140.0
57128,33.0,140.0
57129,33.0,140.0
57130,33.0,140.0
57131,33.0,140.0
57132,33.0,140.0
57133,33.0,141.0
57134,33.0,141.0
57135,33.0,141.0
57136,33.0,141.0
57137,33.0,141.0
57138,33.0,141.0
57139,33.0,141.0
57140,33.0,141.0
57141,33.0,141.0
57142,33.0,141.0
57143,33.0,141.0
57144,33.0,142.0
57145,33.0,142.0
57146,33.0,142.0
57147,33.0,142.0
57148,33.0,142.0
57149,33.0,142.0
57150,33.0,142.0
57151,33.0,142.0
57152,33.0,142.0
57153,32.0,142.0
57154,32.0,143.0
57155,32.0,143.0
57156,32.0,143.0
57157,32.0,143.0
57158,32.0,143.0
57159,32.0,143.0
57160,32.0,143.0
57161,32.0,143.0
57162,32.0,143.0
57163,32.0,143.0
57164,32.0,143.0
57165,32.0,144.0
57166,32.0,144.0
57167,32.0,144.0
57168,32.0,144.0
57169,32.0,144.0
57170,32.0,144.0
57171,32.0,144.0
57172,32.0,144.0
57173,32.0,144.0
57174,32.0,144.0
57175,32.0,144.0
57176,32.0,145.0
57177,32.0,145.0
57178,32.0,145.0
57179,32.0,145.0
57180,32.0,145.0
57181,32.0,145.0
57182,32.0,145.0
57183,32.0,145.0
57184,32.0,145.0
57185,32.0,145.0
57186,32.0,146.0
57187,32.0,146.0
57188,32.0,146.0
57189,32.0,146.0
57190,32.0,146.0
57191,32.0,146.0
57192,32.0,146.0
57193,32.0,146.0
57194,32.0,146.0
57195,32.0,146.0
57196,32.0,146.0
57197,32.0,147.0
57198,32.0,147.0
57199,32.0,147.0
57200,32.0,147.0
57201,32.0,147.0
57202,32.0,147.0
57203,32.0,147.0
57204,32.0,147.0
57205,32.0,147.0
57206,32.0,147.0
57207,31.0,147.0
57208,31.0,148.0
57209,31.0,148.0
57210,31.0,148.0
57211,31.0,148.0
57212,31.0,148.0
57213,31.0,148.0
57214,31.0,148.0
57215,31.0,148.0
57216,31.0,148.0
57217,31.0,148.0
57218,31.0,149.0
57219,31.0,149.0
57220,31.0,149.0
57221,31.0,149.0
57222,31.0,149.0
57223,31.0,149.0
57224,31.0,149.0
57225,31.0,149.0
57226,31.0,149.0
57227,31.0,149.0
57228,31.0,149.0
57229,31.0,150.0
57230,31.0,150.0
57231,31.0,150.0
57232,31.0,150.0
57233,31.0,150.0
57234,31.0,150.0
57235,31.0,150.0
57236,31.0,150.0
57237,31.0,150.0
57238,31.0,150.0
57239,31.0,150.0
57240,31.0,151.0
57241,31.0,151.0
57242,31.0,151.0
57243,31.0,151.0
57244,31.0,151.0
57245,31.0,151.0
57246,31.0,151.0
57247,31.0,151.0
57248,31.0,151.0
57249,31.0,151.0
57250,31.0,152.0
57251,31.0,152.0
57252,31.0,152.0
57253,31.0,152.0
57254,31.0,152.0
57255,31.0,152.0
57256,31.0,152.0
57257,31.0,152.0
57258,31.0,152.0
57259,30.0,152.0
57260,30.0,152.0
57261,30.0,153.0
57262,30.0,153.0
57263,30.0,153.0
57264,30.0,153.0
57265,30.0,153.0
57266,30.0,153.0
57267,30.0,153.0
57268,30.0,153.0
57269,30.0,153.0
57270,30.0,153.0
57271,30.0,153.0
57272,30.0,154.0
57273,30.0,154.0
57274,30.0,154.0
57275,30.0,154.0
57276,30.0,154.0
57277,30.0,154.0
57278,30.0,154.0
57279,30.0,154.0
57280,30.0,154.0
57281,30.0,154.0
57282,30.0,154.0
57283,30.0,155.0
57284,30.0,155.0
57285,30.0,155.0
57286,30.0,155.0
57287,30.0,155.0
57288,30.0,155.0
57289,30.0,155.0
57290,30.0,155.0
57291,30.0,155.0
57292,30.0,155.0
57293,30.0,156.0
57294,30.0,156.0
57295,30.0,156.0
57296,30.0,156.0
57297,30.0,156.0
57298,30.0,156.0
57299,30.0,156.0
57300,30.0,156.0
57301,30.0,156.0
57302,30.0,156.0
57303,30.0,156.0
57304,30.0,157.0
57305,30.0,157.0
57306,30.0,157.0
57307,30.0,157.0
57308,30.0,157.0
57309,30.0,157.0
57310,29.0,157.0
57311,29.0,157.0
57312,29.0,157.0
57313,29.0,157.0
57314,29.0,157.0
57315,29.0,158.0
57316,29.0,158.0
57317,29.0,158.0
57318,29.0,158.0
57319,29.0,158.0
57320,29.0,158.0
57321,29.0,158.0
57322,29.0,158.0
57323,29.0,158.0
57324,29.0,158.0
57325,29.0,158.0
57326,29.0,159.0
57327,29.0,159.0
57328,29.0,159.0
57329,29.0,159.0
57330,29.0,159.0
57331,29.0,159.0
57332,29.0,159.0
57333,29.0,159.0
57334,29.0,159.0
57335,29.0,159.0
57336,29.0,160.0
57337,29.0,160.0
57338,29.0,160.0
57339,29.0,160.0
57340,29.0,160.0
57341,29.0,160.0
57342,29.0,160.0
57343,29.0,160.0
57344,29.0,160.0
57345,29.0,160.0
57346,29.0,160.0
57347,29.0,161.0
57348,29.0,161.0
57349,29.0,161.0
57350,29.0,161.0
57351,29.0,161.0
57352,29.0,161.0
57353,29.0,161.0
57354,29.0,161.0
57355,29.0,161.0
57356,29.0,161.0
57357,29.0,161.0
57358,29.0,162.0
57359,29.0,162.0
57360,28.0,162.0
57361,28.0,162.0
57362,28.0,162.0
57363,28.0,162.0
57364,28.0,162.0
57365,28.0,162.0
57366,28.0,162.0
57367,28.0,162.0
57368,28.0,162.0
57369,28.0,163.0
57370,28.0,163.0
57371,28.0,163.0
57372,28.0,163.0
57373,28.0,163.0
57374,28.0,163.0
57375,28.0,163.0
57376,28.0,163.0
57377,28.0,163.0
57378,28.0,163.0
57379,28.0,163.0
57380,28.0,164.0
57381,28.0,164.0
57382,28.0,164.0
57383,28.0,164.0
57384,28.0,164.0
57385,28.0,164.0
57386,28.0,164.0
57387,28.0,164.0
57388,28.0,164.0
57389,28.0,164.0
57390,28.0,165.0
57391,28.0,165.0
57392,28.0,165.0
57393,28.0,165.0
57394,28.0,165.0
57395,28.0,165.0
57396,28.0,165.0
57397,28.0,165.0
57398,28.0,165.0
57399,28.0,165.0
57400,28.0,165.0
57401,28.0,166.0
57402,28.0,166.0
57403,28.0,166.0
57404,28.0,166.0
57405,28.0,166.0
57406,28.0,166.0
57407,28.0,166.0
57408,35.0,127.0
57409,35.0,127.0
57410,35.0,127.0
57411,35.0,127.0
57412,35.0,128.0
57413,35.0,128.0
57414,35.0,128.0
57415,35.0,128.0
57416,35.0,128.0
57417,35.0,128.0
57418,35.0,128.0
57419,35.0,128.0
57420,35.0,128.0
57421,35.0,128.0
57422,35.0,129.0
57423,35.0,129.0
57424,35.0,129.0
57425,35.0,129.0
57426,35.0,129.0
57427,35.0,129.0
57428,35.0,129.0
57429,35.0,129.0
57430,35.0,129.0
57431,35.0,129.0
57432,35.0,129.0
57433,35.0,130.0
57434,35.0,130.0
57435,35.0,130.0
57436,35.0,130.0
57437,35.0,130.0
57438,35.0,130.0
57439,35.0,130.0
57440,35.0,130.0
57441,35.0,130.0
57442,35.0,130.0
57443,35.0,131.0
57444,35.0,131.0
57445,35.0,131.0
57446,35.0,131.0
57447,35.0,131.0
57448,35.0,131.0
57449,35.0,131.0
57450,35.0,131.0
57451,35.0,131.0
57452,35.0,131.0
57453,35.0,131.0
57454,35.0,132.0
57455,35.0,132.0
57456,35.0,132.0
57457,35.0,132.0
57458,35.0,132.0
57459,35.0,132.0
57460,34.0,132.0
57461,34.0,132.0
57462,34.0,132.0
57463,34.0,132.0
57464,34.0,133.0
57465,34.0,133.0
57466,34.0,133.0
57467,34.0,133.0
57468,34.0,133.0
57469,34.0,133.0
57470,34.0,133.0
57471,34.0,133.0
57472,34.0,133.0
57473,34.0,133.0
57474,34.0,133.0
57475,34.0,134.0
57476,34.0,134.0
57477,34.0,134.0
57478,34.0,134.0
57479,34.0,134.0
57480,34.0,134.0
57481,34.0,134.0
57482,34.0,134.0
57483,34.0,134.0
57484,34.0,134.0
57485,34.0,135.0
57486,34.0,135.0
57487,34.0,135.0
57488,34.0,135.0
57489,34.0,135.0
57490,34.0,135.0
57491,34.0,135.0
57492,34.0,135.0
57493,34.0,135.0
57494,34.0,135.0
57495,34.0,135.0
57496,34.0,136.0
57497,34.0,136.0
57498,34.0,136.0
57499,34.0,136.0
57500,34.0,136.0
57501,34.0,136.0
57502,34.0,136.0
57503,34.0,136.0
57504,34.0,136.0
57505,34.0,136.0
57506,34.0,137.0
57507,34.0,137.0
57508,34.0,137.0
57509,34.0,137.0
57510,34.0,137.0
57511,34.0,137.0
57512,34.0,137.0
57513,34.0,137.0
57514,34.0,137.0
57515,34.0,137.0
57516,34.0,137.0
57517,33.0,138.0
57518,33.0,138.0
57519,33.0,138.0
57520,33.0,138.0
57521,33.0,138.0
57522,33.0,138.0
57523,33.0,138.0
57524,33.0,138.0
57525,33.0,138.0
57526,33.0,138.0
57527,33.0,138.0
57528,33.0,139.0
57529,33.0,139.0
57530,33.0,139.0
57531,33.0,139.0
57532,33.0,139.0
57533,33.0,139.0
57534,33.0,139.0
57535,33.0,139.0
57536,33.0,139.0
57537,33.0,139.0
57538,33.0,140.0
57539,33.0,140.0
57540,33.0,140.0
57541,33.0,140.0
57542,33.0,140.0
57543,33.0,140.0
57544,33.0,140.0
57545,33.0,140.0
57546,33.0,140.0
57547,33.0,140.0
57548,33.0,140.0
57549,33.0,141.0
57550,33.0,141.0
57551,33.0,141.0
57552,33.0,141.0
57553,33.0,141.0
57554,33.0,141.0
57555,33.0,141.0
