site_name,id,value,date,lon,lat,x,y
"Schuylkill River at Philadelphia, PA",1474500,4720.0,2003-01-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4110.0,2003-01-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3680.0,2003-01-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3260.0,2003-01-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2920.0,2003-01-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2590.0,2003-01-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2420.0,2003-01-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2160.0,2003-01-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1940.0,2003-01-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2040.0,2003-01-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1950.0,2003-01-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1680.0,2003-01-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1420.0,2003-01-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1160.0,2003-01-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1270.0,2003-01-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1480.0,2003-01-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1510.0,2003-01-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1230.0,2003-01-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1260.0,2003-01-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1380.0,2003-01-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1400.0,2003-01-31,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1420.0,2003-02-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1490.0,2003-02-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1440.0,2003-02-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1490.0,2003-02-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1970.0,2003-02-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2010.0,2003-02-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1640.0,2003-02-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1550.0,2003-02-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1350.0,2003-02-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1320.0,2003-02-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1300.0,2003-02-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1220.0,2003-02-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1070.0,2003-02-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,950.0,2003-02-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1080.0,2003-02-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1010.0,2003-02-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,657.0,2003-02-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,370.0,2003-02-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1020.0,2003-02-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1600.0,2003-02-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2370.0,2003-02-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7140.0,2003-02-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,20700.0,2003-02-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,15000.0,2003-02-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,8270.0,2003-02-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5710.0,2003-02-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4310.0,2003-02-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3410.0,2003-02-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3000.0,2003-03-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5000.0,2003-03-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,10600.0,2003-03-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6640.0,2003-03-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5830.0,2003-03-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,12100.0,2003-03-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9180.0,2003-03-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5890.0,2003-03-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7430.0,2003-03-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9530.0,2003-03-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6010.0,2003-03-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4890.0,2003-03-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5240.0,2003-03-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6500.0,2003-03-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6500.0,2003-03-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6380.0,2003-03-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7420.0,2003-03-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7770.0,2003-03-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7700.0,2003-03-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,8050.0,2003-03-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,19400.0,2003-03-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,15900.0,2003-03-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,11900.0,2003-03-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9470.0,2003-03-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6880.0,2003-03-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5450.0,2003-03-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5580.0,2003-03-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4950.0,2003-03-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4370.0,2003-03-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6290.0,2003-03-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6980.0,2003-03-31,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5620.0,2003-04-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5280.0,2003-04-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4910.0,2003-04-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4350.0,2003-04-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4050.0,2003-04-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4030.0,2003-04-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3780.0,2003-04-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3940.0,2003-04-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4510.0,2003-04-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6430.0,2003-04-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6450.0,2003-04-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9720.0,2003-04-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7490.0,2003-04-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6030.0,2003-04-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5430.0,2003-04-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5000.0,2003-04-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4570.0,2003-04-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4180.0,2003-04-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3810.0,2003-04-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3410.0,2003-04-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3230.0,2003-04-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3260.0,2003-04-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3210.0,2003-04-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2890.0,2003-04-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2520.0,2003-04-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2640.0,2003-04-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3120.0,2003-04-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2920.0,2003-04-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2460.0,2003-04-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2400.0,2003-04-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2290.0,2003-05-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2140.0,2003-05-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2040.0,2003-05-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2010.0,2003-05-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1940.0,2003-05-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1940.0,2003-05-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1870.0,2003-05-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2340.0,2003-05-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2060.0,2003-05-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1930.0,2003-05-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1830.0,2003-05-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1770.0,2003-05-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1670.0,2003-05-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1570.0,2003-05-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1480.0,2003-05-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1470.0,2003-05-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1630.0,2003-05-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1610.0,2003-05-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1530.0,2003-05-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1420.0,2003-05-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1520.0,2003-05-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1610.0,2003-05-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1470.0,2003-05-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1460.0,2003-05-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1690.0,2003-05-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,8060.0,2003-05-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7340.0,2003-05-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4520.0,2003-05-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4020.0,2003-05-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3700.0,2003-05-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3120.0,2003-05-31,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6490.0,2003-06-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,11300.0,2003-06-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7840.0,2003-06-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,19200.0,2003-06-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,17600.0,2003-06-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,10300.0,2003-06-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,8450.0,2003-06-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,13400.0,2003-06-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9560.0,2003-06-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7770.0,2003-06-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6450.0,2003-06-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5540.0,2003-06-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6720.0,2003-06-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,11600.0,2003-06-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7390.0,2003-06-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5580.0,2003-06-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4470.0,2003-06-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4810.0,2003-06-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4710.0,2003-06-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9810.0,2003-06-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,41200.0,2003-06-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,20800.0,2003-06-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,14300.0,2003-06-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,11100.0,2003-06-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,9150.0,2003-06-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7720.0,2003-06-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6740.0,2003-06-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5370.0,2003-06-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4580.0,2003-06-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4270.0,2003-06-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3630.0,2003-07-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3090.0,2003-07-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2910.0,2003-07-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2670.0,2003-07-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2480.0,2003-07-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2510.0,2003-07-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2390.0,2003-07-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2440.0,2003-07-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2380.0,2003-07-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2090.0,2003-07-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2110.0,2003-07-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2090.0,2003-07-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2020.0,2003-07-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1770.0,2003-07-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1590.0,2003-07-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1430.0,2003-07-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1350.0,2003-07-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1290.0,2003-07-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1420.0,2003-07-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1630.0,2003-07-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1490.0,2003-07-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5310.0,2003-07-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,12700.0,2003-07-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7550.0,2003-07-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7540.0,2003-07-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4730.0,2003-07-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3600.0,2003-07-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3130.0,2003-07-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2780.0,2003-07-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2180.0,2003-07-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1880.0,2003-07-31,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1950.0,2003-08-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2300.0,2003-08-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1960.0,2003-08-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3800.0,2003-08-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4580.0,2003-08-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,10300.0,2003-08-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5940.0,2003-08-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4540.0,2003-08-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4190.0,2003-08-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7830.0,2003-08-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5550.0,2003-08-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4350.0,2003-08-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4310.0,2003-08-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3590.0,2003-08-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3580.0,2003-08-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2820.0,2003-08-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2790.0,2003-08-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2660.0,2003-08-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2170.0,2003-08-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1930.0,2003-08-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1720.0,2003-08-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1510.0,2003-08-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1470.0,2003-08-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1470.0,2003-08-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1320.0,2003-08-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1180.0,2003-08-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1160.0,2003-08-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1270.0,2003-08-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1090.0,2003-08-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1460.0,2003-08-30,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1490.0,2003-08-31,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1390.0,2003-09-01,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3310.0,2003-09-02,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3570.0,2003-09-03,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3520.0,2003-09-04,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3890.0,2003-09-05,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2400.0,2003-09-06,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1830.0,2003-09-07,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1600.0,2003-09-08,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1410.0,2003-09-09,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1280.0,2003-09-10,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1120.0,2003-09-11,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1030.0,2003-09-12,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,1380.0,2003-09-13,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,2900.0,2003-09-14,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,14500.0,2003-09-15,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,20100.0,2003-09-16,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7340.0,2003-09-17,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5270.0,2003-09-18,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,10200.0,2003-09-19,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6160.0,2003-09-20,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4200.0,2003-09-21,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,3500.0,2003-09-22,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,14000.0,2003-09-23,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,19300.0,2003-09-24,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,10300.0,2003-09-25,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,7250.0,2003-09-26,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,5910.0,2003-09-27,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6550.0,2003-09-28,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,6070.0,2003-09-29,-75.19112422,39.94786364,319,321
"Schuylkill River at Philadelphia, PA",1474500,4480.0,2003-09-30,-75.19112422,39.94786364,319,321
CHEMUNG RIVER AT CHEMUNG NY,1531000,481.0,2002-10-01,-76.59609296,42.00346642,135,153
CHEMUNG RIVER AT CHEMUNG NY,1531000,352.0,2002-10-02,-76.59609296,42.00346642,135,153
CHEMUNG RIVER AT CHEMUNG NY,1531000,331.0,2002-10-03,-76.59609296,42.00346642,135,153
CHEMUNG RIVER AT CHEMUNG NY,1531000,326.0,2002-10-04,-76.59609296,42.00346642,135,153
CHEMUNG RIVER AT CHEMUNG NY,1531000,307.0,2002-10-05,-76.59609296,42.00346642,135,153
